TimeStamp,PlayerID,PosX,PosY,PosZ
2025-05-30_11:17:44.6285,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.6403,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.6516,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.6608,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.6706,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.6801,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.6923,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7038,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7140,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7248,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7368,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7477,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7590,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7692,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7815,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.7918,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.8022,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.8145,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.8253,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.8364,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.8477,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.8591,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.8691,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9052,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9052,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9052,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9266,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9266,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9308,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9462,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9575,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9695,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9798,ID_3,33.000,0.000,0.000
2025-05-30_11:17:44.9905,ID_3,33.000,0.000,0.000
2025-05-30_11:17:45.0017,ID_3,33.000,0.000,0.000
2025-05-30_11:17:45.0139,ID_3,33.000,0.000,0.000
