TimeStamp,碰撞物体名称,碰撞点X,碰撞点Y,碰撞点Z,左瞳孔直径(mm),右瞳孔直径(mm),左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,玩家位置X,玩家位置Y,玩家位置Z,玩家旋转X,玩家旋转Y,玩家旋转Z,玩家旋转W
2025-06-03_17:31:48.6021,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9981,0.9981,32.5805,1.4673,0.0145,-0.0645,0.7585,-0.0794,-0.6436
2025-06-03_17:31:48.6129,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9981,0.9981,32.5803,1.4675,0.0162,-0.0639,0.7564,-0.0774,-0.6464
2025-06-03_17:31:48.6236,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9990,32.5800,1.4677,0.0176,-0.0628,0.7545,-0.0765,-0.6488
2025-06-03_17:31:48.6359,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9990,32.5798,1.4678,0.0189,-0.0613,0.7525,-0.0765,-0.6513
2025-06-03_17:31:48.6477,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9990,32.5797,1.4676,0.0200,-0.0603,0.7507,-0.0766,-0.6534
2025-06-03_17:31:48.6693,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9996,0.9996,32.5797,1.4675,0.0218,-0.0603,0.7483,-0.0765,-0.6561
2025-06-03_17:31:48.6829,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9996,0.9996,32.5795,1.4675,0.0224,-0.0600,0.7480,-0.0765,-0.6566
2025-06-03_17:31:48.6901,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9998,32.5792,1.4676,0.0230,-0.0591,0.7477,-0.0765,-0.6570
2025-06-03_17:31:48.7018,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9998,32.5788,1.4679,0.0233,-0.0581,0.7476,-0.0767,-0.6572
2025-06-03_17:31:48.7122,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9998,32.5786,1.4680,0.0236,-0.0574,0.7473,-0.0770,-0.6575
2025-06-03_17:31:48.7235,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.5784,1.4680,0.0238,-0.0565,0.7471,-0.0772,-0.6577
2025-06-03_17:31:48.7408,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.5781,1.4682,0.0240,-0.0552,0.7471,-0.0789,-0.6577
2025-06-03_17:31:48.7521,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5781,1.4681,0.0240,-0.0552,0.7477,-0.0795,-0.6570
2025-06-03_17:31:48.7629,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5781,1.4681,0.0239,-0.0550,0.7484,-0.0807,-0.6560
2025-06-03_17:31:48.7744,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5782,1.4680,0.0237,-0.0550,0.7499,-0.0818,-0.6541
2025-06-03_17:31:48.7839,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5782,1.4681,0.0234,-0.0547,0.7516,-0.0827,-0.6522
2025-06-03_17:31:48.7952,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5782,1.4684,0.0230,-0.0543,0.7529,-0.0831,-0.6506
2025-06-03_17:31:48.8070,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5781,1.4688,0.0226,-0.0539,0.7539,-0.0831,-0.6494
2025-06-03_17:31:48.8178,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5779,1.4693,0.0221,-0.0537,0.7545,-0.0824,-0.6489
2025-06-03_17:31:48.8296,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5777,1.4699,0.0217,-0.0536,0.7548,-0.0812,-0.6487
2025-06-03_17:31:48.8397,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5775,1.4703,0.0213,-0.0537,0.7551,-0.0796,-0.6485
2025-06-03_17:31:48.8519,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5773,1.4705,0.0208,-0.0535,0.7553,-0.0775,-0.6486
2025-06-03_17:31:48.8620,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5773,1.4706,0.0205,-0.0534,0.7553,-0.0763,-0.6487
2025-06-03_17:31:48.8735,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5772,1.4708,0.0198,-0.0519,0.7560,-0.0756,-0.6482
2025-06-03_17:31:48.8843,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5772,1.4708,0.0194,-0.0512,0.7564,-0.0746,-0.6479
2025-06-03_17:31:48.8944,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5770,1.4711,0.0188,-0.0512,0.7553,-0.0734,-0.6493
2025-06-03_17:31:48.9062,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5769,1.4714,0.0184,-0.0508,0.7543,-0.0715,-0.6506
2025-06-03_17:31:48.9177,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5768,1.4716,0.0181,-0.0500,0.7535,-0.0696,-0.6519
2025-06-03_17:31:48.9248,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5768,1.4720,0.0177,-0.0492,0.7530,-0.0671,-0.6527
2025-06-03_17:31:48.9414,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5767,1.4724,0.0171,-0.0485,0.7528,-0.0639,-0.6533
2025-06-03_17:31:48.9521,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5767,1.4727,0.0167,-0.0478,0.7528,-0.0616,-0.6536
2025-06-03_17:31:48.9618,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5769,1.4730,0.0162,-0.0472,0.7525,-0.0602,-0.6542
2025-06-03_17:31:48.9686,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5772,1.4731,0.0159,-0.0475,0.7522,-0.0599,-0.6545
2025-06-03_17:31:48.9837,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5776,1.4731,0.0153,-0.0485,0.7511,-0.0598,-0.6557
2025-06-03_17:31:48.9950,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5780,1.4732,0.0147,-0.0500,0.7506,-0.0591,-0.6562
2025-06-03_17:31:49.0059,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5783,1.4735,0.0140,-0.0514,0.7504,-0.0587,-0.6563
2025-06-03_17:31:49.0176,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5786,1.4738,0.0134,-0.0524,0.7497,-0.0584,-0.6571
2025-06-03_17:31:49.0284,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5788,1.4741,0.0128,-0.0532,0.7488,-0.0579,-0.6581
2025-06-03_17:31:49.0382,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5790,1.4744,0.0122,-0.0538,0.7480,-0.0571,-0.6591
2025-06-03_17:31:49.0506,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5792,1.4746,0.0114,-0.0546,0.7473,-0.0559,-0.6599
2025-06-03_17:31:49.0619,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5795,1.4748,0.0105,-0.0551,0.7473,-0.0548,-0.6600
2025-06-03_17:31:49.0736,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5797,1.4749,0.0098,-0.0555,0.7474,-0.0540,-0.6599
2025-06-03_17:31:49.0823,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5800,1.4750,0.0091,-0.0560,0.7477,-0.0534,-0.6595
2025-06-03_17:31:49.0976,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5803,1.4751,0.0084,-0.0562,0.7477,-0.0531,-0.6595
2025-06-03_17:31:49.1082,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5805,1.4752,0.0077,-0.0559,0.7479,-0.0528,-0.6594
2025-06-03_17:31:49.1175,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5805,1.4753,0.0070,-0.0547,0.7480,-0.0529,-0.6593
2025-06-03_17:31:49.1287,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5807,1.4755,0.0062,-0.0528,0.7482,-0.0537,-0.6592
2025-06-03_17:31:49.1388,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5808,1.4755,0.0054,-0.0514,0.7484,-0.0547,-0.6590
2025-06-03_17:31:49.1517,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5808,1.4755,0.0046,-0.0506,0.7485,-0.0555,-0.6588
2025-06-03_17:31:49.1629,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5811,1.4752,0.0039,-0.0508,0.7487,-0.0564,-0.6586
2025-06-03_17:31:49.1737,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5813,1.4749,0.0032,-0.0517,0.7487,-0.0577,-0.6584
2025-06-03_17:31:49.1844,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5816,1.4746,0.0026,-0.0521,0.7489,-0.0588,-0.6580
2025-06-03_17:31:49.1959,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5817,1.4746,0.0020,-0.0518,0.7492,-0.0603,-0.6575
2025-06-03_17:31:49.2062,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5816,1.4745,0.0015,-0.0489,0.7504,-0.0617,-0.6563
2025-06-03_17:31:49.2173,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5815,1.4745,0.0009,-0.0467,0.7507,-0.0627,-0.6560
2025-06-03_17:31:49.2276,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5815,1.4744,0.0003,-0.0460,0.7510,-0.0634,-0.6556
2025-06-03_17:31:49.2415,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5816,1.4743,-0.0002,-0.0462,0.7516,-0.0645,-0.6549
2025-06-03_17:31:49.2501,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5815,1.4744,-0.0007,-0.0462,0.7525,-0.0650,-0.6537
2025-06-03_17:31:49.2632,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5813,1.4747,-0.0010,-0.0452,0.7537,-0.0655,-0.6524
2025-06-03_17:31:49.2725,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5810,1.4751,-0.0014,-0.0425,0.7548,-0.0644,-0.6514
2025-06-03_17:31:49.2838,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5807,1.4756,-0.0018,-0.0406,0.7549,-0.0624,-0.6516
2025-06-03_17:31:49.2951,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5805,1.4758,-0.0023,-0.0395,0.7548,-0.0606,-0.6519
2025-06-03_17:31:49.3069,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5804,1.4760,-0.0026,-0.0397,0.7545,-0.0586,-0.6525
2025-06-03_17:31:49.3178,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5803,1.4763,-0.0029,-0.0371,0.7543,-0.0579,-0.6529
2025-06-03_17:31:49.3300,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5800,1.4766,-0.0031,-0.0339,0.7538,-0.0578,-0.6537
2025-06-03_17:31:49.3421,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5799,1.4768,-0.0030,-0.0314,0.7534,-0.0581,-0.6543
2025-06-03_17:31:49.3519,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5799,1.4769,-0.0029,-0.0310,0.7521,-0.0586,-0.6557
2025-06-03_17:31:49.3617,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5801,1.4767,-0.0028,-0.0321,0.7505,-0.0592,-0.6575
2025-06-03_17:31:49.3731,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5801,1.4768,-0.0023,-0.0339,0.7479,-0.0588,-0.6604
2025-06-03_17:31:49.3849,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5801,1.4771,-0.0014,-0.0347,0.7434,-0.0579,-0.6654
2025-06-03_17:31:49.3947,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5804,1.4772,-0.0003,-0.0312,0.7380,-0.0584,-0.6715
2025-06-03_17:31:49.4070,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5806,1.4773,0.0006,-0.0282,0.7328,-0.0593,-0.6773
2025-06-03_17:31:49.4183,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5810,1.4775,0.0015,-0.0247,0.7274,-0.0608,-0.6830
2025-06-03_17:31:49.4285,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5814,1.4780,0.0022,-0.0231,0.7226,-0.0619,-0.6881
2025-06-03_17:31:49.4397,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5818,1.4784,0.0026,-0.0227,0.7187,-0.0624,-0.6921
2025-06-03_17:31:49.4516,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5821,1.4786,0.0030,-0.0235,0.7155,-0.0616,-0.6954
2025-06-03_17:31:49.4628,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5823,1.4789,0.0031,-0.0246,0.7129,-0.0596,-0.6982
2025-06-03_17:31:49.4751,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5825,1.4791,0.0034,-0.0251,0.7106,-0.0571,-0.7008
2025-06-03_17:31:49.4874,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5826,1.4793,0.0035,-0.0257,0.7094,-0.0548,-0.7022
2025-06-03_17:31:49.4996,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5829,1.4794,0.0036,-0.0259,0.7085,-0.0522,-0.7033
2025-06-03_17:31:49.5095,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5828,1.4797,0.0038,-0.0258,0.7078,-0.0506,-0.7042
2025-06-03_17:31:49.5305,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5827,1.4798,0.0041,-0.0258,0.7065,-0.0480,-0.7056
2025-06-03_17:31:49.5439,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5827,1.4797,0.0042,-0.0263,0.7062,-0.0477,-0.7059
2025-06-03_17:31:49.5537,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5826,1.4795,0.0043,-0.0270,0.7059,-0.0476,-0.7062
2025-06-03_17:31:49.5646,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5825,1.4792,0.0043,-0.0283,0.7058,-0.0479,-0.7062
2025-06-03_17:31:49.5764,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5824,1.4789,0.0043,-0.0296,0.7060,-0.0486,-0.7059
2025-06-03_17:31:49.5974,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5818,1.4781,0.0042,-0.0318,0.7074,-0.0503,-0.7044
2025-06-03_17:31:49.6093,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5814,1.4778,0.0041,-0.0324,0.7083,-0.0514,-0.7033
2025-06-03_17:31:49.6196,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5810,1.4774,0.0041,-0.0324,0.7094,-0.0522,-0.7021
2025-06-03_17:31:49.6434,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5798,1.4765,0.0039,-0.0331,0.7112,-0.0533,-0.7002
2025-06-03_17:31:49.6534,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5791,1.4759,0.0040,-0.0344,0.7112,-0.0538,-0.7001
2025-06-03_17:31:49.6649,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5787,1.4751,0.0042,-0.0360,0.7111,-0.0552,-0.7000
2025-06-03_17:31:49.6857,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5781,1.4735,0.0048,-0.0393,0.7100,-0.0608,-0.7005
2025-06-03_17:31:49.6981,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5778,1.4728,0.0051,-0.0409,0.7095,-0.0637,-0.7006
2025-06-03_17:31:49.7099,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5776,1.4718,0.0055,-0.0431,0.7085,-0.0679,-0.7011
2025-06-03_17:31:49.7313,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5769,1.4699,0.0063,-0.0479,0.7061,-0.0751,-0.7025
2025-06-03_17:31:49.7426,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5767,1.4690,0.0067,-0.0498,0.7048,-0.0788,-0.7032
2025-06-03_17:31:49.7637,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5757,1.4665,0.0075,-0.0564,0.7028,-0.0892,-0.7035
2025-06-03_17:31:49.7750,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5752,1.4651,0.0079,-0.0604,0.7021,-0.0950,-0.7031
2025-06-03_17:31:49.7868,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5745,1.4635,0.0083,-0.0652,0.7015,-0.1012,-0.7024
2025-06-03_17:31:49.8091,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5726,1.4598,0.0087,-0.0770,0.6996,-0.1138,-0.7012
