TimeStamp,碰撞物体名称,碰撞点X,碰撞点Y,碰撞点Z,左瞳孔直径(mm),右瞳孔直径(mm),左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,玩家位置X,玩家位置Y,玩家位置Z,玩家旋转X,玩家旋转Y,玩家旋转Z,玩家旋转W
2025-06-04_20:58:50.5335,Cube (8),3.1000,1.0000,-1.5508,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0467,1.4451,-0.2741,-0.1122,0.9564,-0.1012,-0.2499
2025-06-04_20:58:50.5436,Cube (8),3.1000,1.0000,-1.5163,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0456,1.4457,-0.2727,-0.1090,0.9554,-0.1012,-0.2551
2025-06-04_20:58:50.5542,Cube (8),3.1000,1.0000,-1.5234,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0448,1.4461,-0.2714,-0.1071,0.9542,-0.1012,-0.2604
2025-06-04_20:58:50.5658,Cube (8),3.1000,1.0000,-1.5379,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0442,1.4464,-0.2705,-0.1056,0.9533,-0.1011,-0.2643
2025-06-04_20:58:50.5764,Cube (8),3.1001,0.9998,-1.5054,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0432,1.4469,-0.2691,-0.1027,0.9522,-0.1000,-0.2698
2025-06-04_20:58:50.5891,Cube (8),3.1000,1.0000,-1.5121,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0422,1.4473,-0.2676,-0.0982,0.9510,-0.0983,-0.2762
2025-06-04_20:58:50.5992,Cube (8),3.1000,1.0000,-1.5483,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0412,1.4477,-0.2662,-0.0923,0.9498,-0.0975,-0.2824
2025-06-04_20:58:50.6103,Cube (8),3.1000,1.0000,-1.5653,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0400,1.4482,-0.2648,-0.0855,0.9483,-0.0996,-0.2890
2025-06-04_20:58:50.6219,Cube (8),3.1000,0.9999,-1.5134,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0388,1.4486,-0.2630,-0.0785,0.9464,-0.1000,-0.2970
2025-06-04_20:58:50.6330,Cube (8),3.1000,1.0000,-1.5191,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0379,1.4489,-0.2616,-0.0743,0.9445,-0.1016,-0.3034
2025-06-04_20:58:50.6436,Cube (8),3.1000,1.0000,-1.4914,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0371,1.4493,-0.2601,-0.0710,0.9423,-0.1028,-0.3105
2025-06-04_20:58:50.6562,Cube (8),3.1000,0.9999,-1.4500,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0363,1.4496,-0.2587,-0.0677,0.9401,-0.1030,-0.3177
2025-06-04_20:58:50.6663,Cube (8),3.1000,1.0000,-1.4304,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0354,1.4501,-0.2573,-0.0636,0.9378,-0.1028,-0.3253
2025-06-04_20:58:50.6769,Cube (8),3.0995,1.0006,-1.3846,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0343,1.4508,-0.2560,-0.0587,0.9356,-0.1021,-0.3327
2025-06-04_20:58:50.6880,Cube (8),3.0104,1.0000,-1.4159,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0335,1.4513,-0.2547,-0.0534,0.9335,-0.1017,-0.3396
2025-06-04_20:58:50.6995,Cube (8),2.9746,1.0000,-1.4202,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0326,1.4519,-0.2536,-0.0485,0.9315,-0.1018,-0.3458
2025-06-04_20:58:50.7101,Cube (7),1.5268,0.7447,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7546,0.8000,4.0321,1.4525,-0.2527,-0.0454,0.9297,-0.1018,-0.3511
2025-06-04_20:58:50.7212,Cube (7),1.4436,0.7515,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7546,0.8000,4.0317,1.4530,-0.2518,-0.0436,0.9280,-0.1008,-0.3562
2025-06-04_20:58:50.7323,Cube (7),1.3917,0.7659,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.4495,0.4096,4.0311,1.4538,-0.2509,-0.0416,0.9265,-0.0987,-0.3606
2025-06-04_20:58:50.7439,Cube (7),1.3251,0.7862,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.4495,0.4096,4.0307,1.4546,-0.2501,-0.0379,0.9247,-0.0964,-0.3662
2025-06-04_20:58:50.7549,Cube (7),1.2646,0.7951,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.4495,0.4096,4.0301,1.4556,-0.2491,-0.0351,0.9230,-0.0955,-0.3711
2025-06-04_20:58:50.7656,Cube (7),1.2110,0.8377,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5287,0.4588,4.0298,1.4563,-0.2482,-0.0299,0.9219,-0.0911,-0.3755
2025-06-04_20:58:50.7763,Cube (7),1.1593,0.8815,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5287,0.4588,4.0294,1.4571,-0.2473,-0.0257,0.9207,-0.0862,-0.3797
2025-06-04_20:58:50.7884,Cube (7),1.1203,0.8816,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5287,0.4588,4.0294,1.4576,-0.2465,-0.0209,0.9193,-0.0880,-0.3831
2025-06-04_20:58:50.7994,Cube (7),1.0802,0.8666,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7332,0.7387,4.0292,1.4584,-0.2457,-0.0166,0.9172,-0.0917,-0.3873
2025-06-04_20:58:50.8105,Cube (7),1.1130,0.8809,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7332,0.7387,4.0291,1.4592,-0.2449,-0.0152,0.9157,-0.0907,-0.3912
2025-06-04_20:58:50.8212,Cube (7),1.0605,0.8944,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7332,0.7387,4.0289,1.4601,-0.2442,-0.0144,0.9142,-0.0887,-0.3953
2025-06-04_20:58:50.8319,Cube (7),1.0883,0.9249,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7332,0.7387,4.0285,1.4611,-0.2434,-0.0129,0.9126,-0.0854,-0.3997
2025-06-04_20:58:50.8435,Cube (7),1.1419,0.9610,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7332,0.7387,4.0281,1.4620,-0.2426,-0.0109,0.9110,-0.0818,-0.4040
2025-06-04_20:58:50.8545,Cube (7),1.0894,0.9876,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7332,0.7387,4.0276,1.4627,-0.2418,-0.0083,0.9095,-0.0788,-0.4081
2025-06-04_20:58:50.8661,Cube (7),1.0756,1.0000,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.8907,0.8662,4.0271,1.4635,-0.2410,-0.0069,0.9079,-0.0759,-0.4123
2025-06-04_20:58:50.8777,Cube (7),1.0818,1.0000,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.8907,0.8662,4.0265,1.4642,-0.2401,-0.0058,0.9059,-0.0728,-0.4172
2025-06-04_20:58:50.8882,Cube (7),1.0445,1.0000,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9552,0.9452,4.0259,1.4651,-0.2391,-0.0055,0.9034,-0.0696,-0.4231
2025-06-04_20:58:50.8983,Cube (7),0.9353,1.0000,-2.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9552,0.9452,4.0253,1.4659,-0.2380,-0.0038,0.9009,-0.0659,-0.4290
2025-06-04_20:58:50.9093,Cube (7),0.8264,1.0000,-2.9139,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9552,0.9452,4.0246,1.4666,-0.2368,-0.0018,0.8982,-0.0630,-0.4350
2025-06-04_20:58:50.9214,Cube (7),0.6162,1.0000,-3.0681,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9771,0.9719,4.0238,1.4671,-0.2356,0.0000,0.8954,-0.0610,-0.4411
2025-06-04_20:58:50.9325,Cube,-1.5945,0.9032,-4.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9771,0.9719,4.0231,1.4677,-0.2344,0.0011,0.8930,-0.0590,-0.4461
2025-06-04_20:58:50.9441,Cube,-1.5867,0.9334,-4.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9906,0.9885,4.0225,1.4681,-0.2331,0.0016,0.8907,-0.0568,-0.4511
2025-06-04_20:58:50.9546,Cube,-2.4848,0.9484,-4.9000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9940,0.9926,4.0218,1.4687,-0.2318,0.0010,0.8879,-0.0536,-0.4568
2025-06-04_20:58:50.9647,Cube (2),-4.9000,0.9677,-4.7046,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9940,0.9926,4.0209,1.4696,-0.2304,0.0002,0.8848,-0.0489,-0.4633
2025-06-04_20:58:50.9774,Cube (2),-4.9000,1.0515,-4.5359,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9940,0.9926,4.0199,1.4705,-0.2288,0.0000,0.8815,-0.0441,-0.4702
2025-06-04_20:58:50.9885,Cube (2),-4.9000,1.1923,-3.5401,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9940,0.9926,4.0190,1.4711,-0.2273,0.0010,0.8783,-0.0395,-0.4765
2025-06-04_20:58:50.9996,Cube (2),-4.9000,1.2742,-3.3584,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9975,0.9970,4.0182,1.4717,-0.2259,0.0033,0.8754,-0.0363,-0.4820
2025-06-04_20:58:51.0096,Cube (2),-4.9000,1.3242,-3.2710,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9975,0.9970,4.0173,1.4722,-0.2244,0.0047,0.8733,-0.0342,-0.4859
2025-06-04_20:58:51.0209,Cube (2),-4.9000,1.3515,-3.1863,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9975,0.9970,4.0166,1.4726,-0.2231,0.0047,0.8717,-0.0325,-0.4890
2025-06-04_20:58:51.0325,Cube (2),-4.9000,1.3687,-3.1543,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9987,0.9985,4.0159,1.4730,-0.2217,0.0037,0.8699,-0.0303,-0.4922
2025-06-04_20:58:51.0435,Cube (2),-4.9000,1.3883,-3.1326,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9992,0.9990,4.0151,1.4736,-0.2203,0.0020,0.8684,-0.0274,-0.4950
2025-06-04_20:58:51.0541,Cube (2),-4.9000,1.3991,-3.0652,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9992,0.9990,4.0144,1.4741,-0.2190,0.0002,0.8668,-0.0251,-0.4980
2025-06-04_20:58:51.0659,Cube (2),-4.9000,1.4703,-3.0060,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9994,4.0137,1.4747,-0.2179,0.0002,0.8654,-0.0200,-0.5006
2025-06-04_20:58:51.0770,Cube (2),-4.9000,1.5627,-3.1052,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9994,4.0127,1.4755,-0.2166,0.0021,0.8635,-0.0149,-0.5041
2025-06-04_20:58:51.0882,Cube (2),-4.9000,1.6305,-3.0278,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9994,4.0118,1.4761,-0.2151,0.0027,0.8616,-0.0105,-0.5075
2025-06-04_20:58:51.0988,Cube (2),-4.9000,1.6684,-3.3400,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9996,4.0110,1.4766,-0.2136,0.0018,0.8597,-0.0069,-0.5108
2025-06-04_20:58:51.1113,Cube (2),-4.9000,1.7154,-3.4123,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,4.0102,1.4772,-0.2119,0.0009,0.8576,-0.0029,-0.5143
2025-06-04_20:58:51.1210,Cube (2),-4.9000,1.7741,-3.3129,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,4.0094,1.4777,-0.2101,0.0002,0.8551,0.0017,-0.5184
2025-06-04_20:58:51.1321,Cube (2),-4.9000,1.8208,-3.1800,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,4.0085,1.4785,-0.2082,-0.0009,0.8517,0.0060,-0.5240
2025-06-04_20:58:51.1436,Cube (2),-4.9000,1.8959,-3.1557,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,4.0076,1.4793,-0.2061,0.0017,0.8483,0.0104,-0.5294
2025-06-04_20:58:51.1547,Cube (2),-4.9000,1.9370,-3.1304,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,4.0068,1.4800,-0.2041,0.0033,0.8451,0.0135,-0.5344
2025-06-04_20:58:51.1653,Cube (2),-4.9000,1.9843,-3.0204,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,4.0061,1.4804,-0.2020,0.0039,0.8422,0.0165,-0.5389
2025-06-04_20:58:51.1774,Cube (2),-4.9000,2.0167,-3.0008,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0055,1.4810,-0.2000,0.0056,0.8397,0.0190,-0.5427
2025-06-04_20:58:51.1885,Cube (2),-4.9000,2.0400,-2.9884,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0048,1.4817,-0.1982,0.0051,0.8373,0.0229,-0.5462
2025-06-04_20:58:51.1986,Cube (2),-4.9000,2.0624,-3.0150,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0043,1.4821,-0.1970,0.0053,0.8356,0.0261,-0.5488
2025-06-04_20:58:51.2097,Cube (2),-4.9000,2.1364,-2.9232,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0036,1.4828,-0.1952,0.0064,0.8330,0.0306,-0.5524
2025-06-04_20:58:51.2212,Cube (2),-4.9000,2.1938,-2.9024,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0027,1.4837,-0.1929,0.0070,0.8294,0.0352,-0.5575
2025-06-04_20:58:51.2318,Cube (2),-4.9000,2.1816,-3.2293,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0020,1.4842,-0.1911,0.0081,0.8266,0.0380,-0.5614
2025-06-04_20:58:51.2440,Cube (2),-4.9000,2.2230,-3.1303,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0016,1.4846,-0.1891,0.0092,0.8238,0.0401,-0.5654
2025-06-04_20:58:51.2541,Cube (2),-4.9000,2.2395,-3.1098,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0009,1.4851,-0.1873,0.0109,0.8208,0.0420,-0.5695
2025-06-04_20:58:51.2658,Cube (2),-4.9000,2.2295,-3.1269,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,4.0002,1.4855,-0.1854,0.0118,0.8177,0.0445,-0.5738
2025-06-04_20:58:51.2769,Cube (2),-4.9000,2.2233,-3.1306,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9998,1.4860,-0.1837,0.0124,0.8143,0.0475,-0.5784
2025-06-04_20:58:51.2884,Cube (2),-4.9000,2.2743,-2.9996,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9992,1.4864,-0.1819,0.0136,0.8104,0.0504,-0.5836
2025-06-04_20:58:51.2985,Cube (2),-4.9000,2.2920,-3.0052,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9986,1.4866,-0.1802,0.0156,0.8068,0.0523,-0.5884
2025-06-04_20:58:51.3102,Cube (2),-4.9000,2.1243,-2.3163,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9983,1.4869,-0.1784,0.0174,0.8033,0.0540,-0.5928
2025-06-04_20:58:51.3212,EndGameTrigger,-4.7500,2.2108,-1.8807,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9979,1.4872,-0.1768,0.0189,0.8006,0.0547,-0.5964
2025-06-04_20:58:51.3324,EndGameTrigger,-4.7500,2.2294,-1.8120,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9977,1.4874,-0.1754,0.0194,0.7984,0.0558,-0.5993
2025-06-04_20:58:51.3435,EndGameTrigger,-4.7500,2.4844,-1.0308,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9972,1.4876,-0.1740,0.0198,0.7960,0.0573,-0.6023
2025-06-04_20:58:51.3545,EndGameTrigger,-4.7500,2.6252,-0.6407,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9969,1.4876,-0.1727,0.0203,0.7937,0.0586,-0.6051
2025-06-04_20:58:51.3661,EndGameTrigger,-4.7500,2.6409,-0.5702,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9966,1.4876,-0.1714,0.0208,0.7913,0.0596,-0.6081
2025-06-04_20:58:51.3769,EndGameTrigger,-4.7500,2.7041,-0.4527,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9962,1.4876,-0.1702,0.0215,0.7890,0.0597,-0.6111
2025-06-04_20:58:51.3879,EndGameTrigger,-4.7500,2.7722,-0.3352,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9959,1.4876,-0.1690,0.0225,0.7868,0.0600,-0.6139
2025-06-04_20:58:51.3980,EndGameTrigger,-4.7500,2.7898,-0.2804,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9955,1.4877,-0.1679,0.0237,0.7848,0.0602,-0.6163
2025-06-04_20:58:51.4101,EndGameTrigger,-4.7500,2.8100,-0.3629,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9954,1.4878,-0.1669,0.0252,0.7834,0.0613,-0.6179
2025-06-04_20:58:51.4212,EndGameTrigger,-4.7500,2.8304,-0.4377,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9951,1.4880,-0.1660,0.0260,0.7820,0.0627,-0.6195
2025-06-04_20:58:51.4318,EndGameTrigger,-4.7500,2.8256,-0.5618,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9947,1.4883,-0.1652,0.0265,0.7806,0.0648,-0.6210
2025-06-04_20:58:51.4439,EndGameTrigger,-4.7500,2.8565,-0.5173,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9945,1.4887,-0.1643,0.0270,0.7791,0.0670,-0.6228
2025-06-04_20:58:51.4549,EndGameTrigger,-4.7500,2.8780,-0.5150,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9941,1.4890,-0.1636,0.0275,0.7772,0.0686,-0.6249
2025-06-04_20:58:51.4655,EndGameTrigger,-4.7500,2.8941,-0.5581,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9939,1.4892,-0.1627,0.0288,0.7752,0.0695,-0.6272
2025-06-04_20:58:51.4771,天花板,-4.5871,3.0000,-0.5428,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9935,1.4895,-0.1618,0.0292,0.7734,0.0709,-0.6293
2025-06-04_20:58:51.4878,天花板,-4.4655,3.0000,-0.4860,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9932,1.4898,-0.1609,0.0297,0.7715,0.0722,-0.6314
2025-06-04_20:58:51.4993,天花板,-4.0342,3.0000,-0.5073,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9936,1.4906,-0.1606,0.0335,0.7708,0.0747,-0.6318
2025-06-04_20:58:51.5100,天花板,-3.7408,3.0000,-0.4700,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9935,1.4912,-0.1600,0.0363,0.7697,0.0764,-0.6328
2025-06-04_20:58:51.5212,天花板,-3.4940,3.0000,-0.4227,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9933,1.4918,-0.1595,0.0379,0.7681,0.0790,-0.6343
2025-06-04_20:58:51.5322,天花板,-0.3546,3.0000,-0.3338,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,3.9931,1.4923,-0.1589,0.0393,0.7665,0.0810,-0.6359
2025-06-04_20:58:51.5438,天花板,0.1880,3.0000,-0.4797,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.6927,0.6906,3.9931,1.4928,-0.1585,0.0410,0.7650,0.0829,-0.6374
2025-06-04_20:58:51.5539,天花板,0.2076,3.0000,-0.5061,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5815,0.5700,3.9930,1.4933,-0.1580,0.0430,0.7635,0.0842,-0.6388
2025-06-04_20:58:51.5656,天花板,0.2547,3.0000,-0.4881,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5815,0.5700,3.9929,1.4937,-0.1576,0.0449,0.7622,0.0853,-0.6401
2025-06-04_20:58:51.5768,天花板,-0.0566,3.0000,-0.3812,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5815,0.5700,3.9929,1.4940,-0.1571,0.0467,0.7610,0.0861,-0.6413
2025-06-04_20:58:51.5873,天花板,-0.0446,3.0000,-0.3177,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7060,0.6917,3.9928,1.4943,-0.1568,0.0479,0.7598,0.0871,-0.6425
2025-06-04_20:58:51.5994,天花板,-0.0211,3.0000,-0.3022,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7060,0.6917,3.9927,1.4945,-0.1565,0.0487,0.7586,0.0876,-0.6438
