TimeStamp,玩家位置X,玩家位置Y,玩家位置Z,玩家旋转X,玩家旋转Y,玩家旋转Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径(mm),右瞳孔直径(mm),左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度
2025-06-07_20:03:46.1276,32.8430,1.1513,-0.0103,5.7002,269.7521,5.3751,25.7497,0.0000,0.1992,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.1374,32.8430,1.1516,-0.0103,5.5992,269.5159,5.0091,25.6703,0.0000,0.1697,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.1479,32.8429,1.1519,-0.0104,5.4324,269.3744,4.7132,25.5244,0.0000,0.1542,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.1596,32.8431,1.1522,-0.0101,5.2950,269.2244,4.7022,25.3896,0.0000,0.1415,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.1697,32.8432,1.1525,-0.0097,5.1020,269.1942,4.7178,25.1881,0.0000,0.1463,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.1817,32.8433,1.1531,-0.0091,4.9039,269.1485,4.7245,24.9828,0.0000,0.1446,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.1924,32.8434,1.1536,-0.0087,4.6695,269.1033,4.6498,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2045,32.8434,1.1541,-0.0083,4.4586,269.0455,4.5035,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2139,32.8436,1.1547,-0.0079,4.2581,268.9808,4.3264,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2262,32.8438,1.1552,-0.0074,4.0469,268.9560,4.1302,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2384,32.8439,1.1557,-0.0069,3.8268,268.9133,4.0097,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2487,32.8440,1.1561,-0.0063,3.6033,268.8797,3.9416,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2592,32.8441,1.1565,-0.0057,3.3008,268.8857,3.8961,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2703,32.8441,1.1569,-0.0052,2.9661,268.9066,3.8625,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2819,32.8441,1.1575,-0.0047,2.6707,268.9322,3.8299,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.2921,32.8440,1.1579,-0.0043,2.4072,268.9732,3.7592,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3043,32.8438,1.1584,-0.0038,2.1468,268.9877,3.6428,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3156,32.8436,1.1589,-0.0036,1.8508,268.9818,3.4875,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3262,32.8434,1.1594,-0.0034,1.5094,268.9646,3.2904,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3376,32.8431,1.1598,-0.0032,1.1587,268.9434,3.1284,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3483,32.8428,1.1601,-0.0031,0.7216,268.9297,3.0068,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3595,32.8425,1.1605,-0.0030,0.2619,268.9512,2.9368,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3702,32.8421,1.1608,-0.0029,359.8636,268.9891,2.9039,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3812,32.8418,1.1612,-0.0028,359.4621,269.0350,2.8453,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.3934,32.8414,1.1615,-0.0027,359.0705,269.0947,2.7768,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4026,32.8411,1.1620,-0.0028,358.5958,269.1290,2.6183,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4153,32.8408,1.1624,-0.0030,358.0118,269.1598,2.4061,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4252,32.8406,1.1631,-0.0033,357.3453,269.1756,2.1006,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4373,32.8404,1.1639,-0.0035,356.7986,269.1613,1.8441,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4486,32.8405,1.1645,-0.0037,356.3381,269.1733,1.6780,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4595,32.8407,1.1652,-0.0039,355.9099,269.1630,1.6197,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4700,32.8408,1.1655,-0.0040,355.6638,269.1717,1.6863,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.4818,32.8412,1.1661,-0.0041,355.2762,269.1492,1.8386,26.2821,3.0000,-0.1392,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9482
2025-06-07_20:03:46.4932,32.8416,1.1667,-0.0043,354.8912,269.1031,2.0056,26.4583,3.0000,-0.1443,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9482
2025-06-07_20:03:46.5041,32.8422,1.1673,-0.0045,354.4592,268.9982,2.1472,26.5685,3.0000,-0.2654,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9482
2025-06-07_20:03:46.5151,32.8427,1.1679,-0.0049,354.0905,268.8880,2.1387,25.6133,3.0000,-0.4493,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9077
2025-06-07_20:03:46.5258,32.8433,1.1685,-0.0052,353.7688,268.7701,2.0994,25.7930,3.0000,-0.4530,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9077
2025-06-07_20:03:46.5364,32.8438,1.1690,-0.0055,353.4331,268.6775,2.0599,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9084
2025-06-07_20:03:46.5485,32.8446,1.1696,-0.0060,352.9243,268.5576,2.0302,25.4848,3.0000,-0.4912,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9084
2025-06-07_20:03:46.5592,32.8450,1.1701,-0.0063,352.4950,268.5154,2.0524,25.2145,3.0000,-0.5022,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9856,0.9084
2025-06-07_20:03:46.5706,32.8453,1.1705,-0.0065,352.1447,268.5208,2.0809,25.4268,3.0000,-0.4887,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9856,0.9084
2025-06-07_20:03:46.5821,32.8458,1.1711,-0.0068,351.6604,268.5134,2.1141,25.3298,3.0000,-0.5006,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9941,0.9625
2025-06-07_20:03:46.5932,32.8462,1.1716,-0.0072,351.2955,268.5309,2.1567,25.2987,3.0000,-0.4982,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9941,0.9625
2025-06-07_20:03:46.6036,32.8467,1.1720,-0.0075,351.0573,268.5419,2.1926,25.4419,3.0000,-0.4885,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9941,0.9625
2025-06-07_20:03:46.6156,32.8473,1.1723,-0.0078,350.8669,268.5435,2.2353,25.4566,3.0000,-0.4763,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9976,0.9846
2025-06-07_20:03:46.6267,32.8480,1.1726,-0.0083,350.7404,268.5385,2.3168,25.3958,3.0000,-0.4764,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9985,0.9902
2025-06-07_20:03:46.6375,32.8485,1.1728,-0.0086,350.7621,268.5342,2.3948,25.2215,3.0000,-0.4766,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9937
2025-06-07_20:03:46.6488,32.8492,1.1729,-0.0088,350.7368,268.5183,2.5114,25.2355,3.0000,-0.4791,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9937
2025-06-07_20:03:46.6600,32.8497,1.1729,-0.0090,350.7489,268.5142,2.6018,25.0691,3.0000,-0.4807,天花板,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9960
2025-06-07_20:03:46.6704,32.8503,1.1731,-0.0092,350.7729,268.5048,2.7247,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9960
2025-06-07_20:03:46.6820,32.8509,1.1732,-0.0094,350.7411,268.4993,2.8111,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9960
2025-06-07_20:03:46.6926,32.8515,1.1733,-0.0095,350.7872,268.5178,2.8862,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9979
2025-06-07_20:03:46.7030,32.8521,1.1734,-0.0097,350.7867,268.4958,2.9501,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9979
2025-06-07_20:03:46.7223,32.8532,1.1734,-0.0099,350.7748,268.4680,3.0275,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9989
2025-06-07_20:03:46.7330,32.8538,1.1734,-0.0101,350.7492,268.4530,3.0657,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9989
2025-06-07_20:03:46.7441,32.8544,1.1736,-0.0103,350.7498,268.4367,3.0929,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9989
2025-06-07_20:03:46.7554,32.8551,1.1737,-0.0104,350.6782,268.3982,3.1049,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9992
2025-06-07_20:03:46.7663,32.8558,1.1739,-0.0106,350.6112,268.3610,3.1288,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9995
2025-06-07_20:03:46.7768,32.8564,1.1741,-0.0108,350.5562,268.3169,3.1767,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9995
2025-06-07_20:03:46.7889,32.8572,1.1742,-0.0109,350.5012,268.2632,3.2544,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9995
2025-06-07_20:03:46.8003,32.8579,1.1744,-0.0111,350.4878,268.1895,3.3516,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9998
2025-06-07_20:03:46.8111,32.8586,1.1746,-0.0112,350.4283,268.1624,3.4183,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9999
2025-06-07_20:03:46.8214,32.8594,1.1749,-0.0112,350.3595,268.1402,3.5183,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9999
2025-06-07_20:03:46.8335,32.8601,1.1751,-0.0113,350.2677,268.1386,3.6079,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9999
2025-06-07_20:03:46.8452,32.8608,1.1753,-0.0113,350.1775,268.1453,3.6976,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,0.9999
2025-06-07_20:03:46.8555,32.8614,1.1755,-0.0112,350.1454,268.1745,3.7717,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.8668,32.8621,1.1757,-0.0112,350.0783,268.2180,3.8681,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.8764,32.8629,1.1756,-0.0112,350.1053,268.2601,3.8615,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.8885,32.8638,1.1755,-0.0111,350.1082,268.3131,3.8813,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.8996,32.8649,1.1754,-0.0110,350.0976,268.4244,3.8866,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9111,32.8657,1.1753,-0.0110,350.0336,268.4759,3.9293,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9222,32.8664,1.1753,-0.0109,349.9592,268.5530,3.9746,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9334,32.8671,1.1754,-0.0109,349.8936,268.6046,4.0469,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9442,32.8679,1.1754,-0.0108,349.8506,268.6339,4.1111,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9556,32.8686,1.1754,-0.0107,349.8480,268.6735,4.1667,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9666,32.8693,1.1753,-0.0107,349.8880,268.6985,4.2061,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9766,32.8701,1.1751,-0.0106,349.9512,268.7294,4.1825,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9883,32.8709,1.1750,-0.0105,349.9955,268.7948,4.1440,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:46.9993,32.8717,1.1748,-0.0104,349.9883,268.8653,4.0772,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0099,32.8724,1.1748,-0.0104,349.9313,268.9693,4.0107,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0222,32.8731,1.1749,-0.0103,349.8596,269.0858,3.9738,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0334,32.8738,1.1749,-0.0102,349.7630,269.1809,3.9774,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0440,32.8744,1.1750,-0.0100,349.6998,269.2647,4.0590,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0541,32.8751,1.1751,-0.0099,349.6398,269.3165,4.1661,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0663,32.8758,1.1752,-0.0097,349.6030,269.3511,4.2570,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0782,32.8764,1.1752,-0.0096,349.5754,269.3748,4.3449,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.0887,32.8770,1.1752,-0.0095,349.6066,269.3927,4.3801,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1000,32.8775,1.1752,-0.0094,349.6270,269.4189,4.3692,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1105,32.8781,1.1752,-0.0093,349.6532,269.4736,4.3330,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1217,32.8785,1.1753,-0.0093,349.6969,269.5291,4.2537,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1328,32.8789,1.1755,-0.0093,349.7164,269.5757,4.2470,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1446,32.8792,1.1757,-0.0093,349.7389,269.6038,4.2565,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1554,32.8794,1.1758,-0.0093,349.6910,269.5791,4.2861,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1654,32.8795,1.1761,-0.0094,349.6357,269.5262,4.3148,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1766,32.8796,1.1763,-0.0094,349.5826,269.4841,4.3138,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1883,32.8794,1.1766,-0.0094,349.5102,269.4069,4.2789,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:03:47.1996,32.8792,1.1769,-0.0094,349.4905,269.3811,4.2431,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
