TimeStamp,碰撞物体名称,碰撞点X,碰撞点Y,碰撞点Z,左瞳孔直径(mm),右瞳孔直径(mm),左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,玩家位置X,玩家位置Y,玩家位置Z,玩家旋转X,玩家旋转Y,玩家旋转Z,玩家旋转W
2025-06-03_17:14:41.8137,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7700,1.4808,0.0299,-0.0083,0.7445,-0.0471,-0.6659
2025-06-03_17:14:41.8340,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7703,1.4818,0.0368,-0.0104,0.7433,-0.0379,-0.6678
2025-06-03_17:14:41.8475,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7704,1.4822,0.0405,-0.0106,0.7428,-0.0342,-0.6686
2025-06-03_17:14:41.8671,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7707,1.4831,0.0477,-0.0081,0.7408,-0.0294,-0.6710
2025-06-03_17:14:41.8801,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7706,1.4836,0.0511,-0.0069,0.7400,-0.0264,-0.6721
2025-06-03_17:14:41.9000,Cube (3),11.0829,2.2936,-2.8198,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7708,1.4845,0.0569,-0.0048,0.7387,-0.0218,-0.6736
2025-06-03_17:14:41.9135,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7708,1.4850,0.0601,-0.0039,0.7382,-0.0194,-0.6743
2025-06-03_17:14:41.9218,Cube (3),23.0829,2.3191,-0.7942,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7709,1.4855,0.0643,-0.0029,0.7374,-0.0168,-0.6752
2025-06-03_17:14:41.9336,天花板,19.8126,3.0000,-0.8862,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.8886,1.0000,32.7710,1.4857,0.0673,-0.0021,0.7369,-0.0154,-0.6758
2025-06-03_17:14:41.9545,天花板,20.2901,3.0000,-0.8249,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.8886,1.0000,32.7710,1.4861,0.0720,-0.0009,0.7364,-0.0137,-0.6764
2025-06-03_17:14:41.9631,天花板,20.1837,3.0000,-0.7188,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7145,0.8139,32.7709,1.4863,0.0752,0.0001,0.7363,-0.0128,-0.6765
2025-06-03_17:14:41.9740,天花板,20.4341,3.0000,-0.7002,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7145,0.8139,32.7709,1.4864,0.0779,0.0008,0.7363,-0.0119,-0.6765
2025-06-03_17:14:41.9870,Cube (3),23.0829,2.3704,-0.7942,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7498,0.8501,32.7705,1.4864,0.0796,0.0004,0.7373,-0.0109,-0.6755
2025-06-03_17:14:41.9961,Cube (1),23.0902,2.3632,-0.9432,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7920,0.8501,32.7702,1.4863,0.0817,0.0003,0.7380,-0.0099,-0.6748
2025-06-03_17:14:42.0075,Cube (1),23.0902,2.3632,-0.9628,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7920,0.8501,32.7698,1.4862,0.0838,0.0001,0.7388,-0.0093,-0.6739
2025-06-03_17:14:42.0194,Cube (1),23.0902,2.3632,-1.0715,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7920,0.8501,32.7695,1.4860,0.0857,0.0002,0.7396,-0.0086,-0.6730
2025-06-03_17:14:42.0280,天花板,14.3976,3.0000,-2.3711,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7920,0.8801,32.7690,1.4858,0.0875,0.0005,0.7403,-0.0084,-0.6722
2025-06-03_17:14:42.0402,天花板,14.6508,3.0000,-2.3646,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7920,0.8801,32.7685,1.4857,0.0892,0.0007,0.7408,-0.0079,-0.6717
2025-06-03_17:14:42.0520,天花板,14.3846,3.0000,-2.5632,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.8669,0.9233,32.7679,1.4857,0.0908,0.0011,0.7414,-0.0076,-0.6711
2025-06-03_17:14:42.0624,天花板,14.2922,3.0000,-2.6536,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9455,0.9686,32.7673,1.4856,0.0923,0.0015,0.7420,-0.0072,-0.6704
2025-06-03_17:14:42.0737,天花板,13.6245,3.0000,-2.8285,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9455,0.9686,32.7667,1.4854,0.0932,0.0014,0.7424,-0.0077,-0.6699
2025-06-03_17:14:42.0866,天花板,13.4505,3.0000,-2.8915,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9455,0.9686,32.7661,1.4851,0.0945,0.0014,0.7430,-0.0081,-0.6692
2025-06-03_17:14:42.0957,天花板,12.4390,3.0000,-3.1519,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9455,0.9686,32.7654,1.4848,0.0957,0.0014,0.7437,-0.0089,-0.6685
2025-06-03_17:14:42.1055,天花板,11.7684,3.0000,-3.2730,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9721,0.9839,32.7645,1.4842,0.0972,0.0014,0.7446,-0.0102,-0.6674
2025-06-03_17:14:42.1183,天花板,10.8429,3.0000,-3.4993,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9721,0.9839,32.7638,1.4840,0.0982,0.0011,0.7452,-0.0111,-0.6668
2025-06-03_17:14:42.1285,天花板,10.1085,3.0000,-3.6700,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9721,0.9839,32.7631,1.4835,0.0991,0.0010,0.7459,-0.0123,-0.6660
2025-06-03_17:14:42.1395,天花板,8.6065,3.0000,-3.9549,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9886,0.9934,32.7624,1.4830,0.0999,0.0009,0.7465,-0.0138,-0.6652
2025-06-03_17:14:42.1529,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9886,0.9934,32.7617,1.4826,0.1005,0.0010,0.7472,-0.0158,-0.6644
2025-06-03_17:14:42.1627,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9953,0.9973,32.7608,1.4820,0.1010,0.0007,0.7477,-0.0180,-0.6638
2025-06-03_17:14:42.1739,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9953,0.9973,32.7599,1.4812,0.1014,0.0001,0.7480,-0.0198,-0.6634
2025-06-03_17:14:42.1857,Cube (1),11.0902,2.3891,-3.5649,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9953,0.9973,32.7589,1.4806,0.1016,-0.0009,0.7481,-0.0214,-0.6632
2025-06-03_17:14:42.1961,Cube (1),11.0902,2.3632,-3.5390,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9976,0.9986,32.7578,1.4800,0.1018,-0.0018,0.7482,-0.0231,-0.6631
2025-06-03_17:14:42.2059,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9976,0.9986,32.7564,1.4794,0.1017,-0.0026,0.7481,-0.0254,-0.6631
2025-06-03_17:14:42.2198,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9994,32.7551,1.4789,0.1017,-0.0034,0.7482,-0.0280,-0.6628
2025-06-03_17:14:42.2285,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9994,32.7538,1.4783,0.1016,-0.0041,0.7485,-0.0313,-0.6624
2025-06-03_17:14:42.2399,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9994,32.7527,1.4777,0.1014,-0.0053,0.7488,-0.0354,-0.6618
2025-06-03_17:14:42.2529,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9996,32.7516,1.4767,0.1012,-0.0078,0.7490,-0.0400,-0.6613
2025-06-03_17:14:42.2620,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9997,32.7506,1.4755,0.1010,-0.0109,0.7491,-0.0445,-0.6608
2025-06-03_17:14:42.2724,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9997,32.7498,1.4745,0.1009,-0.0140,0.7491,-0.0495,-0.6605
2025-06-03_17:14:42.2863,无碰撞,NaN,NaN,NaN,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9996,0.9998,32.7489,1.4733,0.1007,-0.0172,0.7489,-0.0553,-0.6602
2025-06-03_17:14:42.2951,Cube,11.0800,0.4750,-3.5348,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9996,0.9998,32.7481,1.4723,0.1006,-0.0195,0.7487,-0.0600,-0.6599
2025-06-03_17:14:42.3063,Plane,8.6009,0.0000,-3.8556,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.7473,1.4712,0.1005,-0.0214,0.7486,-0.0644,-0.6596
2025-06-03_17:14:42.3190,Plane,12.1579,0.0000,-3.2687,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.7465,1.4703,0.1003,-0.0238,0.7483,-0.0687,-0.6593
2025-06-03_17:14:42.3294,Plane,14.2572,0.0000,-2.8314,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.7458,1.4696,0.1000,-0.0257,0.7480,-0.0710,-0.6593
2025-06-03_17:14:42.3392,Plane,15.6506,0.0000,-2.4938,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,1.0000,32.7449,1.4690,0.0998,-0.0279,0.7477,-0.0736,-0.6593
2025-06-03_17:14:42.3522,Plane,16.1053,0.0000,-2.3959,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,1.0000,32.7442,1.4689,0.0994,-0.0295,0.7471,-0.0737,-0.6599
2025-06-03_17:14:42.3626,Plane,16.2058,0.0000,-2.3379,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,1.0000,32.7435,1.4686,0.0990,-0.0308,0.7469,-0.0743,-0.6601
2025-06-03_17:14:42.3734,Plane,15.9769,0.0000,-2.3241,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7429,1.4683,0.0987,-0.0316,0.7467,-0.0753,-0.6601
2025-06-03_17:14:42.3854,Plane,16.0000,0.0000,-2.3004,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7423,1.4681,0.0983,-0.0320,0.7466,-0.0763,-0.6601
2025-06-03_17:14:42.3952,Plane,16.3072,0.0000,-2.2540,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7418,1.4680,0.0979,-0.0322,0.7465,-0.0771,-0.6601
2025-06-03_17:14:42.4074,Plane,15.1828,0.0000,-2.3735,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7413,1.4680,0.0974,-0.0327,0.7463,-0.0777,-0.6603
2025-06-03_17:14:42.4187,Plane,14.7114,0.0000,-2.4184,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7408,1.4681,0.0969,-0.0331,0.7460,-0.0774,-0.6606
2025-06-03_17:14:42.4290,Plane,14.4340,0.0000,-2.4325,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7404,1.4683,0.0963,-0.0335,0.7456,-0.0763,-0.6612
2025-06-03_17:14:42.4393,Plane,13.3956,0.0000,-2.5308,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7401,1.4684,0.0958,-0.0339,0.7452,-0.0761,-0.6616
2025-06-03_17:14:42.4536,Plane,12.1939,0.0000,-2.6717,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7397,1.4685,0.0952,-0.0342,0.7448,-0.0759,-0.6621
2025-06-03_17:14:42.4618,Plane,10.9655,0.0000,-2.7970,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7394,1.4686,0.0946,-0.0343,0.7445,-0.0758,-0.6625
2025-06-03_17:14:42.4737,Plane,11.0525,0.0000,-2.7655,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7392,1.4688,0.0939,-0.0343,0.7442,-0.0759,-0.6628
2025-06-03_17:14:42.4877,Plane,11.2491,0.0000,-2.7211,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7389,1.4689,0.0932,-0.0343,0.7438,-0.0764,-0.6631
2025-06-03_17:14:42.4959,Plane,9.5479,0.0000,-2.9131,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7387,1.4689,0.0926,-0.0339,0.7435,-0.0767,-0.6634
2025-06-03_17:14:42.5054,Plane,9.6063,0.0000,-2.8807,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7385,1.4692,0.0917,-0.0336,0.7432,-0.0771,-0.6638
2025-06-03_17:14:42.5182,Plane,8.4891,0.0000,-2.9882,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7383,1.4694,0.0909,-0.0334,0.7428,-0.0775,-0.6642
2025-06-03_17:14:42.5280,Plane,16.8381,0.0000,-0.8208,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7381,1.4694,0.0901,-0.0330,0.7425,-0.0780,-0.6645
2025-06-03_17:14:42.5391,Plane,19.7002,0.0000,-0.4266,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7379,1.4695,0.0891,-0.0327,0.7422,-0.0786,-0.6647
2025-06-03_17:14:42.5519,Plane,19.7787,0.0000,-0.4152,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7376,1.4696,0.0881,-0.0324,0.7419,-0.0794,-0.6650
2025-06-03_17:14:42.5622,Plane,18.9610,0.0000,-0.5131,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7374,1.4695,0.0872,-0.0324,0.7417,-0.0801,-0.6651
2025-06-03_17:14:42.5735,Plane,20.8858,0.0000,-0.2055,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7371,1.4695,0.0861,-0.0326,0.7415,-0.0809,-0.6653
2025-06-03_17:14:42.5858,Plane,22.3381,0.0000,-0.0517,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7369,1.4694,0.0850,-0.0330,0.7413,-0.0819,-0.6653
2025-06-03_17:14:42.5961,Plane,22.5380,0.0000,-0.0483,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7366,1.4691,0.0839,-0.0335,0.7412,-0.0831,-0.6652
2025-06-03_17:14:42.6060,Plane,23.0451,0.0000,-0.0181,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7353,1.4689,0.0830,-0.0343,0.7411,-0.0848,-0.6651
2025-06-03_17:14:42.6189,Plane,23.7242,0.0000,0.0251,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7315,1.4687,0.0826,-0.0354,0.7411,-0.0868,-0.6648
2025-06-03_17:14:42.6291,Plane,23.9205,0.0000,0.0231,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7278,1.4684,0.0827,-0.0365,0.7412,-0.0881,-0.6645
2025-06-03_17:14:42.6404,Plane,24.3654,0.0000,0.0218,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7207,1.4680,0.0826,-0.0383,0.7413,-0.0905,-0.6640
2025-06-03_17:14:42.6527,Plane,24.5334,0.0000,-0.0549,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7104,1.4676,0.0826,-0.0402,0.7416,-0.0931,-0.6632
2025-06-03_17:14:42.6625,Plane,24.7268,0.0000,-0.1112,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.7001,1.4670,0.0825,-0.0423,0.7420,-0.0959,-0.6622
2025-06-03_17:14:42.6733,Plane,25.0868,0.0000,-0.1191,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.6871,1.4661,0.0823,-0.0446,0.7425,-0.0992,-0.6609
2025-06-03_17:14:42.6859,Plane,25.3734,0.0000,-0.1706,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.6730,1.4652,0.0821,-0.0468,0.7433,-0.1030,-0.6593
2025-06-03_17:14:42.6952,Plane,25.6962,0.0000,-0.2017,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.6588,1.4640,0.0816,-0.0496,0.7443,-0.1078,-0.6573
2025-06-03_17:14:42.7066,Plane,26.0838,0.0000,-0.2133,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.6439,1.4627,0.0809,-0.0525,0.7453,-0.1127,-0.6550
2025-06-03_17:14:42.7186,Plane,26.3761,0.0000,-0.2350,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.6286,1.4615,0.0802,-0.0555,0.7464,-0.1177,-0.6526
2025-06-03_17:14:42.7282,Plane,26.6595,0.0000,-0.2573,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.6132,1.4601,0.0794,-0.0586,0.7476,-0.1227,-0.6500
2025-06-03_17:14:42.7400,Plane,27.0402,0.0000,-0.2715,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5975,1.4581,0.0783,-0.0626,0.7492,-0.1291,-0.6466
2025-06-03_17:14:42.7518,Plane,27.3337,0.0000,-0.2938,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5815,1.4564,0.0770,-0.0665,0.7509,-0.1355,-0.6429
2025-06-03_17:14:42.7623,Plane,27.5956,0.0000,-0.3156,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5655,1.4547,0.0757,-0.0705,0.7527,-0.1418,-0.6391
2025-06-03_17:14:42.7725,Plane,27.8054,0.0000,-0.3954,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5485,1.4528,0.0740,-0.0750,0.7547,-0.1484,-0.6347
2025-06-03_17:14:42.7861,Plane,28.0194,0.0000,-0.4109,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5245,1.4514,0.0720,-0.0788,0.7566,-0.1535,-0.6307
2025-06-03_17:14:42.7958,Plane,28.3120,0.0000,-0.6809,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.5005,1.4499,0.0699,-0.0822,0.7586,-0.1585,-0.6266
2025-06-03_17:14:42.8071,Plane,29.0254,0.0000,-1.1017,-707169000000000000000000000000000000.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.4763,1.4486,0.0673,-0.0852,0.7606,-0.1618,-0.6229
