TimeStamp,玩家位置X,玩家位置Y,玩家位置Z,玩家旋转X,玩家旋转Y,玩家旋转Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径(mm),右瞳孔直径(mm),左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度
2025-06-07_20:08:01.8190,32.8724,1.1755,-0.0176,348.4239,283.0596,5.1516,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9992
2025-06-07_20:08:01.8282,32.8722,1.1756,-0.0186,348.3172,282.3638,4.7585,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9992
2025-06-07_20:08:01.8482,32.8722,1.1756,-0.0191,348.3707,281.8767,4.9648,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9992
2025-06-07_20:08:01.8592,32.8722,1.1757,-0.0195,348.3310,281.4889,5.0248,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9998
2025-06-07_20:08:01.8696,32.8722,1.1757,-0.0200,348.2259,281.0409,4.9843,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9998
2025-06-07_20:08:01.8812,32.8722,1.1759,-0.0204,348.2228,280.6790,4.8908,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9999
2025-06-07_20:08:01.8925,32.8723,1.1758,-0.0210,348.1296,280.1898,4.7723,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9999
2025-06-07_20:08:01.9053,32.8724,1.1760,-0.0213,348.1241,279.8585,4.6537,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9999
2025-06-07_20:08:01.9251,32.8724,1.1761,-0.0219,348.0879,279.3930,4.5023,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999
2025-06-07_20:08:01.9367,32.8714,1.1762,-0.0222,348.0490,279.0088,4.4453,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,1.0000
2025-06-07_20:08:01.9483,32.8696,1.1765,-0.0223,347.9308,278.6440,4.3870,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,1.0000
2025-06-07_20:08:01.9590,32.8678,1.1766,-0.0225,347.7951,278.3062,4.2281,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:01.9691,32.8649,1.1769,-0.0226,347.5977,277.8082,4.1375,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:01.9813,32.8608,1.1771,-0.0225,347.4509,277.4368,4.0491,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:01.9924,32.8567,1.1773,-0.0223,347.3572,277.0713,3.9486,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0030,32.8515,1.1775,-0.0220,347.2618,276.7448,3.8346,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0144,32.8453,1.1777,-0.0217,347.1731,276.4475,3.7106,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0251,32.8391,1.1777,-0.0214,347.1306,276.1572,3.5961,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0357,32.8316,1.1778,-0.0208,347.0699,275.9562,3.5332,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0472,32.8230,1.1777,-0.0203,347.0422,275.7646,3.4526,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0590,32.8143,1.1777,-0.0196,347.0677,275.5580,3.4551,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0714,32.8042,1.1777,-0.0189,347.1147,275.3489,3.4420,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0810,32.7931,1.1777,-0.0181,347.1965,275.1500,3.4313,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.0928,32.7820,1.1774,-0.0173,347.3177,274.9708,3.4357,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1059,32.7703,1.1772,-0.0165,347.5246,274.7680,3.4473,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1254,32.7453,1.1764,-0.0149,347.9987,274.4843,3.4654,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1366,32.7320,1.1760,-0.0140,348.3327,274.3426,3.4864,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1482,32.7166,1.1756,-0.0130,348.6522,274.1905,3.5160,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1584,32.7011,1.1748,-0.0121,349.1261,274.0708,3.5512,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1705,32.6776,1.1742,-0.0107,349.6542,273.9230,3.5804,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1810,32.6541,1.1735,-0.0092,350.1970,273.7630,3.6031,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.1917,32.6306,1.1725,-0.0080,350.8967,273.5978,3.6085,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.2025,32.6071,1.1716,-0.0068,351.6284,273.4186,3.6129,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.2140,32.5836,1.1707,-0.0056,352.3062,273.2345,3.6079,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.2251,32.5600,1.1694,-0.0046,353.1165,273.0375,3.6113,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.2366,32.5363,1.1684,-0.0036,353.8431,272.8351,3.6302,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.2468,32.5127,1.1674,-0.0027,354.5431,272.6315,3.6425,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.2593,32.4891,1.1663,-0.0019,355.1669,272.4207,3.6459,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.2694,32.4653,1.1653,-0.0013,355.8826,272.1676,3.6352,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.6111,0.7682
2025-06-07_20:08:02.2811,32.4417,1.1644,-0.0007,356.5629,271.9178,3.6228,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.6111,0.7682
2025-06-07_20:08:02.2923,32.4179,1.1634,-0.0003,357.3071,271.6932,3.5986,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.6415,0.7414
2025-06-07_20:08:02.3052,32.3944,1.1622,0.0000,358.0161,271.4578,3.6088,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.6415,0.7414
2025-06-07_20:08:02.3289,32.3474,1.1597,0.0005,359.5596,270.8754,3.5730,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7316,0.7838
2025-06-07_20:08:02.3395,32.3006,1.1585,0.0008,0.3878,270.6195,3.5407,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7842,0.8616
2025-06-07_20:08:02.3590,32.2769,1.1564,0.0005,1.6912,270.1649,3.4917,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7842,0.8616
2025-06-07_20:08:02.3702,32.2530,1.1545,0.0000,2.8947,269.7380,3.4632,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.7842,0.8616
2025-06-07_20:08:02.3806,32.2295,1.1534,-0.0005,3.5430,269.4842,3.4312,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.8895,0.9114
2025-06-07_20:08:02.3925,32.2059,1.1523,-0.0010,4.1459,269.2296,3.4152,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9547,0.9637
2025-06-07_20:08:02.4035,32.1824,1.1514,-0.0016,4.5193,268.9826,3.3735,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9547,0.9637
2025-06-07_20:08:02.4148,32.1588,1.1508,-0.0023,4.7583,268.7629,3.3518,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9638,0.9710
2025-06-07_20:08:02.4255,32.1353,1.1503,-0.0030,4.8673,268.5609,3.3364,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9638,0.9710
2025-06-07_20:08:02.4366,32.1117,1.1502,-0.0038,4.8841,268.3797,3.3299,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9638,0.9710
2025-06-07_20:08:02.4482,32.0881,1.1501,-0.0047,4.9507,268.2333,3.3326,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9815,0.9851
2025-06-07_20:08:02.4582,32.0646,1.1499,-0.0056,4.9858,268.0950,3.3285,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9905,0.9924
2025-06-07_20:08:02.4702,32.0412,1.1498,-0.0066,5.0958,267.9813,3.3192,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9939,0.9951
2025-06-07_20:08:02.4809,32.0179,1.1495,-0.0076,5.2443,267.8610,3.2993,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9939,0.9951
2025-06-07_20:08:02.4919,31.9947,1.1491,-0.0086,5.4197,267.7660,3.2817,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9939,0.9951
2025-06-07_20:08:02.5029,31.9715,1.1490,-0.0096,5.4995,267.7016,3.2763,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9961,0.9969
2025-06-07_20:08:02.5140,31.9483,1.1489,-0.0107,5.6296,267.5965,3.2739,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9961,0.9969
2025-06-07_20:08:02.5261,31.9251,1.1487,-0.0117,5.6809,267.5240,3.2924,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9980,0.9984
2025-06-07_20:08:02.5364,31.9019,1.1488,-0.0128,5.7075,267.4635,3.3102,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9984,0.9987
2025-06-07_20:08:02.5474,31.8786,1.1489,-0.0139,5.7113,267.4173,3.3269,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9984,0.9987
2025-06-07_20:08:02.5584,31.8554,1.1488,-0.0150,5.7322,267.3690,3.3207,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9984,0.9987
2025-06-07_20:08:02.5700,31.8323,1.1489,-0.0161,5.6959,267.3422,3.3200,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9990,0.9992
2025-06-07_20:08:02.5802,31.8092,1.1491,-0.0173,5.5999,267.3256,3.3466,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9996
2025-06-07_20:08:02.5918,31.7860,1.1493,-0.0184,5.4273,267.3024,3.3783,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9996
2025-06-07_20:08:02.6025,31.7629,1.1496,-0.0195,5.2311,267.3160,3.4386,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9996
2025-06-07_20:08:02.6142,31.7397,1.1501,-0.0206,5.0009,267.3268,3.4858,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9997
2025-06-07_20:08:02.6258,31.7165,1.1504,-0.0216,4.7812,267.3510,3.5354,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9997
2025-06-07_20:08:02.6370,31.6933,1.1510,-0.0227,4.4539,267.3788,3.6029,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9997
2025-06-07_20:08:02.6477,31.6702,1.1515,-0.0238,4.0894,267.3680,3.6581,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9999
2025-06-07_20:08:02.6585,31.6469,1.1518,-0.0249,3.7476,267.3895,3.7239,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999
2025-06-07_20:08:02.6701,31.6238,1.1522,-0.0260,3.4413,267.4207,3.7961,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999
2025-06-07_20:08:02.6806,31.6008,1.1526,-0.0270,3.2217,267.4677,3.8683,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999
2025-06-07_20:08:02.6919,31.5777,1.1528,-0.0281,3.0875,267.5165,3.9339,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7033,31.5546,1.1530,-0.0291,2.9803,267.5562,3.9963,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7145,31.5317,1.1532,-0.0300,2.8719,267.5789,4.0680,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7261,31.5085,1.1532,-0.0310,2.7942,267.5788,4.1027,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7366,31.4855,1.1534,-0.0320,2.7081,267.5826,4.1348,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7480,31.4624,1.1536,-0.0330,2.6278,267.6026,4.1449,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7585,31.4391,1.1536,-0.0340,2.5836,267.6284,4.1515,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7695,31.4160,1.1537,-0.0349,2.5307,267.6637,4.1570,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7811,31.3929,1.1538,-0.0359,2.5000,267.6940,4.1936,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.7922,31.3696,1.1538,-0.0367,2.4970,267.7260,4.2186,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8039,31.3465,1.1538,-0.0377,2.4883,267.7645,4.2407,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8140,31.3234,1.1539,-0.0386,2.4824,267.7891,4.2354,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8262,31.3000,1.1537,-0.0394,2.5072,267.8274,4.2300,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8369,31.2769,1.1537,-0.0403,2.5552,267.8703,4.1997,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8481,31.2538,1.1536,-0.0412,2.6130,267.9144,4.1937,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8592,31.2304,1.1534,-0.0420,2.7135,267.9736,4.1782,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8699,31.2072,1.1532,-0.0428,2.8054,268.0172,4.1671,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8821,31.1840,1.1531,-0.0436,2.8828,268.0756,4.1828,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.8929,31.1605,1.1528,-0.0443,2.9132,268.1149,4.1784,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9035,31.1374,1.1528,-0.0451,3.0023,268.1735,4.1778,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9155,31.1142,1.1527,-0.0458,3.0392,268.2186,4.1469,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9256,31.0908,1.1525,-0.0464,3.1030,268.2734,4.1313,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9372,31.0675,1.1524,-0.0471,3.1771,268.3318,4.1067,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9470,31.0443,1.1522,-0.0478,3.2281,268.3937,4.0764,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9596,31.0209,1.1520,-0.0483,3.2944,268.4663,4.0467,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9704,30.9976,1.1519,-0.0489,3.3052,268.5389,4.0177,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9815,30.9744,1.1518,-0.0494,3.3032,268.6191,3.9976,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:02.9931,30.9512,1.1518,-0.0499,3.3066,268.7065,3.9781,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:03.0033,30.9277,1.1518,-0.0503,3.2839,268.8004,3.9762,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:03.0139,30.9044,1.1518,-0.0508,3.2763,268.8913,3.9564,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:03.0251,30.8810,1.1518,-0.0511,3.2338,268.9672,3.9521,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_20:08:03.0366,30.8577,1.1518,-0.0514,3.2140,269.0453,3.9645,NaN,NaN,NaN,无碰撞,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
