TimeStamp,碰撞物体名称,碰撞点X,碰撞点Y,碰撞点Z,左瞳孔直径(mm),右瞳孔直径(mm),左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,玩家位置X,玩家位置Y,玩家位置Z,玩家旋转X,玩家旋转Y,玩家旋转Z,玩家旋转W
2025-06-03_17:50:53.2652,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9313,0.9313,32.9448,1.7105,0.2344,0.0755,0.6882,0.0823,-0.7169
2025-06-03_17:50:53.2769,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9313,0.9313,32.9452,1.7108,0.2341,0.0767,0.6883,0.0831,-0.7166
2025-06-03_17:50:53.2882,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9719,0.9719,32.9456,1.7110,0.2338,0.0779,0.6884,0.0839,-0.7163
2025-06-03_17:50:53.2983,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9820,32.9459,1.7112,0.2335,0.0790,0.6884,0.0845,-0.7161
2025-06-03_17:50:53.3099,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9820,32.9461,1.7114,0.2331,0.0799,0.6885,0.0850,-0.7158
2025-06-03_17:50:53.3212,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9820,32.9463,1.7116,0.2328,0.0807,0.6885,0.0854,-0.7156
2025-06-03_17:50:53.3324,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9820,0.9820,32.9465,1.7117,0.2324,0.0814,0.6885,0.0858,-0.7155
2025-06-03_17:50:53.3436,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9908,0.9908,32.9467,1.7118,0.2322,0.0819,0.6885,0.0860,-0.7154
2025-06-03_17:50:53.3539,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9908,0.9908,32.9469,1.7118,0.2319,0.0825,0.6884,0.0863,-0.7154
2025-06-03_17:50:53.3658,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9962,0.9962,32.9471,1.7118,0.2316,0.0828,0.6883,0.0863,-0.7155
2025-06-03_17:50:53.3761,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9976,0.9976,32.9473,1.7118,0.2313,0.0831,0.6882,0.0864,-0.7156
2025-06-03_17:50:53.3873,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9985,0.9985,32.9475,1.7118,0.2310,0.0833,0.6879,0.0862,-0.7158
2025-06-03_17:50:53.3987,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9985,0.9985,32.9477,1.7119,0.2307,0.0835,0.6877,0.0860,-0.7160
2025-06-03_17:50:53.4100,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9985,0.9985,32.9479,1.7120,0.2305,0.0837,0.6874,0.0860,-0.7163
2025-06-03_17:50:53.4213,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9994,32.9481,1.7119,0.2302,0.0841,0.6870,0.0860,-0.7166
2025-06-03_17:50:53.4315,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9994,32.9482,1.7120,0.2300,0.0843,0.6867,0.0859,-0.7170
2025-06-03_17:50:53.4434,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9995,32.9483,1.7120,0.2297,0.0846,0.6863,0.0858,-0.7173
2025-06-03_17:50:53.4547,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9995,32.9484,1.7120,0.2295,0.0848,0.6859,0.0857,-0.7177
2025-06-03_17:50:53.4654,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9995,0.9995,32.9485,1.7120,0.2293,0.0849,0.6856,0.0855,-0.7180
2025-06-03_17:50:53.4771,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9996,0.9996,32.9485,1.7120,0.2291,0.0851,0.6853,0.0854,-0.7182
2025-06-03_17:50:53.4873,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9998,32.9486,1.7120,0.2289,0.0853,0.6850,0.0855,-0.7185
2025-06-03_17:50:53.4991,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9998,0.9998,32.9486,1.7120,0.2286,0.0853,0.6848,0.0853,-0.7187
2025-06-03_17:50:53.5105,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.9487,1.7120,0.2284,0.0853,0.6844,0.0854,-0.7190
2025-06-03_17:50:53.5217,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.9487,1.7119,0.2283,0.0853,0.6841,0.0854,-0.7194
2025-06-03_17:50:53.5320,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.9488,1.7119,0.2281,0.0851,0.6837,0.0853,-0.7197
2025-06-03_17:50:53.5432,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999,32.9488,1.7118,0.2279,0.0849,0.6833,0.0850,-0.7202
2025-06-03_17:50:53.5545,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9488,1.7117,0.2277,0.0846,0.6829,0.0846,-0.7206
2025-06-03_17:50:53.5648,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9488,1.7116,0.2275,0.0844,0.6825,0.0843,-0.7211
2025-06-03_17:50:53.5756,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9487,1.7115,0.2273,0.0839,0.6821,0.0838,-0.7216
2025-06-03_17:50:53.5868,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9487,1.7114,0.2271,0.0836,0.6817,0.0834,-0.7221
2025-06-03_17:50:53.5980,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9486,1.7113,0.2269,0.0832,0.6813,0.0830,-0.7225
2025-06-03_17:50:53.6093,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9485,1.7111,0.2267,0.0828,0.6809,0.0826,-0.7230
2025-06-03_17:50:53.6278,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9483,1.7108,0.2264,0.0819,0.6802,0.0816,-0.7238
2025-06-03_17:50:53.6381,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9481,1.7106,0.2262,0.0814,0.6799,0.0805,-0.7243
2025-06-03_17:50:53.6504,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9480,1.7103,0.2260,0.0806,0.6796,0.0798,-0.7247
2025-06-03_17:50:53.6607,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9478,1.7101,0.2259,0.0798,0.6794,0.0789,-0.7251
2025-06-03_17:50:53.6723,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9475,1.7098,0.2256,0.0787,0.6792,0.0777,-0.7256
2025-06-03_17:50:53.6836,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9472,1.7094,0.2255,0.0774,0.6789,0.0764,-0.7261
2025-06-03_17:50:53.6947,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9467,1.7091,0.2253,0.0757,0.6787,0.0746,-0.7267
2025-06-03_17:50:53.7049,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9463,1.7086,0.2251,0.0741,0.6786,0.0731,-0.7271
2025-06-03_17:50:53.7163,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9459,1.7080,0.2250,0.0722,0.6784,0.0713,-0.7277
2025-06-03_17:50:53.7280,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9452,1.7074,0.2248,0.0696,0.6782,0.0689,-0.7283
2025-06-03_17:50:53.7392,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9447,1.7067,0.2247,0.0676,0.6781,0.0670,-0.7288
2025-06-03_17:50:53.7500,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9440,1.7059,0.2246,0.0643,0.6779,0.0645,-0.7295
2025-06-03_17:50:53.7607,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9432,1.7050,0.2245,0.0612,0.6776,0.0617,-0.7303
2025-06-03_17:50:53.7721,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9424,1.7041,0.2245,0.0577,0.6774,0.0588,-0.7310
2025-06-03_17:50:53.7832,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9416,1.7030,0.2245,0.0537,0.6770,0.0558,-0.7319
2025-06-03_17:50:53.7944,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9407,1.7019,0.2245,0.0491,0.6766,0.0524,-0.7329
2025-06-03_17:50:53.8057,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9398,1.7007,0.2245,0.0445,0.6761,0.0487,-0.7338
2025-06-03_17:50:53.8169,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9389,1.6996,0.2246,0.0398,0.6756,0.0454,-0.7348
2025-06-03_17:50:53.8272,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9380,1.6983,0.2247,0.0353,0.6749,0.0413,-0.7359
2025-06-03_17:50:53.8380,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9369,1.6970,0.2248,0.0308,0.6742,0.0372,-0.7369
2025-06-03_17:50:53.8498,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9358,1.6957,0.2249,0.0266,0.6735,0.0333,-0.7380
2025-06-03_17:50:53.8600,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9346,1.6944,0.2251,0.0223,0.6725,0.0295,-0.7392
2025-06-03_17:50:53.8722,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9333,1.6931,0.2253,0.0181,0.6714,0.0256,-0.7404
2025-06-03_17:50:53.8837,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9322,1.6918,0.2254,0.0142,0.6704,0.0221,-0.7416
2025-06-03_17:50:53.8944,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9309,1.6905,0.2256,0.0101,0.6692,0.0187,-0.7428
2025-06-03_17:50:53.9057,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9297,1.6892,0.2258,0.0061,0.6680,0.0154,-0.7439
2025-06-03_17:50:53.9166,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9286,1.6880,0.2260,0.0025,0.6669,0.0124,-0.7450
2025-06-03_17:50:53.9278,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9274,1.6869,0.2262,-0.0009,0.6658,0.0094,-0.7461
2025-06-03_17:50:53.9390,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9263,1.6859,0.2265,-0.0038,0.6647,0.0066,-0.7471
2025-06-03_17:50:53.9504,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9252,1.6850,0.2267,-0.0065,0.6635,0.0040,-0.7481
2025-06-03_17:50:53.9612,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9240,1.6840,0.2269,-0.0091,0.6623,0.0013,-0.7492
2025-06-03_17:50:53.9715,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9228,1.6830,0.2272,-0.0117,0.6612,-0.0016,-0.7501
2025-06-03_17:50:53.9835,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9216,1.6819,0.2274,-0.0143,0.6600,-0.0041,-0.7511
2025-06-03_17:50:53.9946,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9204,1.6809,0.2277,-0.0171,0.6589,-0.0068,-0.7520
2025-06-03_17:50:54.0055,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9192,1.6798,0.2279,-0.0200,0.6578,-0.0093,-0.7528
2025-06-03_17:50:54.0167,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9191,1.6797,0.2280,-0.0203,0.6577,-0.0099,-0.7530
2025-06-03_17:50:54.0276,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9170,1.6779,0.2284,-0.0262,0.6557,-0.0137,-0.7545
2025-06-03_17:50:54.0388,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9158,1.6769,0.2287,-0.0290,0.6544,-0.0166,-0.7554
2025-06-03_17:50:54.0494,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9147,1.6759,0.2290,-0.0315,0.6532,-0.0188,-0.7563
2025-06-03_17:50:54.0608,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9134,1.6750,0.2293,-0.0343,0.6518,-0.0211,-0.7573
2025-06-03_17:50:54.0721,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9123,1.6741,0.2297,-0.0371,0.6504,-0.0235,-0.7583
2025-06-03_17:50:54.0833,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9112,1.6731,0.2300,-0.0396,0.6490,-0.0257,-0.7593
2025-06-03_17:50:54.0947,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9102,1.6722,0.2303,-0.0424,0.6476,-0.0281,-0.7603
2025-06-03_17:50:54.1059,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9092,1.6713,0.2306,-0.0448,0.6462,-0.0299,-0.7613
2025-06-03_17:50:54.1168,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9083,1.6706,0.2309,-0.0472,0.6448,-0.0316,-0.7622
2025-06-03_17:50:54.1275,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9081,1.6707,0.2310,-0.0474,0.6445,-0.0319,-0.7625
2025-06-03_17:50:54.1393,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9070,1.6697,0.2314,-0.0501,0.6428,-0.0336,-0.7636
2025-06-03_17:50:54.1500,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9060,1.6690,0.2317,-0.0523,0.6413,-0.0355,-0.7647
2025-06-03_17:50:54.1613,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9053,1.6685,0.2320,-0.0538,0.6402,-0.0368,-0.7655
2025-06-03_17:50:54.1718,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9046,1.6680,0.2322,-0.0552,0.6390,-0.0380,-0.7663
2025-06-03_17:50:54.1862,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9038,1.6674,0.2325,-0.0568,0.6376,-0.0393,-0.7673
2025-06-03_17:50:54.1983,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9033,1.6672,0.2327,-0.0576,0.6366,-0.0402,-0.7680
2025-06-03_17:50:54.2091,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9028,1.6670,0.2329,-0.0582,0.6357,-0.0407,-0.7687
2025-06-03_17:50:54.2208,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9024,1.6668,0.2331,-0.0588,0.6347,-0.0411,-0.7694
2025-06-03_17:50:54.2315,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9021,1.6667,0.2333,-0.0591,0.6337,-0.0414,-0.7702
2025-06-03_17:50:54.2424,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9018,1.6666,0.2335,-0.0592,0.6326,-0.0416,-0.7711
2025-06-03_17:50:54.2536,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9015,1.6665,0.2337,-0.0597,0.6316,-0.0419,-0.7719
2025-06-03_17:50:54.2644,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9013,1.6663,0.2338,-0.0599,0.6307,-0.0423,-0.7726
2025-06-03_17:50:54.2751,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9011,1.6662,0.2340,-0.0602,0.6297,-0.0426,-0.7733
2025-06-03_17:50:54.2863,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9010,1.6660,0.2342,-0.0604,0.6289,-0.0429,-0.7740
2025-06-03_17:50:54.2984,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9008,1.6659,0.2344,-0.0607,0.6280,-0.0433,-0.7746
2025-06-03_17:50:54.3086,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9008,1.6658,0.2345,-0.0609,0.6272,-0.0436,-0.7752
2025-06-03_17:50:54.3204,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9007,1.6656,0.2347,-0.0612,0.6264,-0.0438,-0.7759
2025-06-03_17:50:54.3315,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9006,1.6655,0.2349,-0.0616,0.6257,-0.0442,-0.7764
2025-06-03_17:50:54.3418,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9007,1.6653,0.2350,-0.0619,0.6249,-0.0443,-0.7770
2025-06-03_17:50:54.3532,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9007,1.6651,0.2351,-0.0626,0.6242,-0.0447,-0.7775
2025-06-03_17:50:54.3639,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9009,1.6650,0.2352,-0.0632,0.6235,-0.0452,-0.7779
2025-06-03_17:50:54.3751,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9010,1.6648,0.2353,-0.0637,0.6228,-0.0454,-0.7784
2025-06-03_17:50:54.3859,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9012,1.6648,0.2354,-0.0641,0.6223,-0.0456,-0.7788
2025-06-03_17:50:54.3981,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9014,1.6647,0.2355,-0.0642,0.6218,-0.0456,-0.7792
2025-06-03_17:50:54.4093,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9016,1.6647,0.2355,-0.0642,0.6213,-0.0454,-0.7796
2025-06-03_17:50:54.4201,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9018,1.6647,0.2356,-0.0642,0.6209,-0.0452,-0.7799
2025-06-03_17:50:54.4302,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9021,1.6647,0.2356,-0.0640,0.6205,-0.0449,-0.7803
2025-06-03_17:50:54.4415,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9024,1.6648,0.2356,-0.0640,0.6201,-0.0447,-0.7806
2025-06-03_17:50:54.4533,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9026,1.6648,0.2356,-0.0639,0.6197,-0.0445,-0.7810
2025-06-03_17:50:54.4650,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9029,1.6647,0.2356,-0.0639,0.6194,-0.0444,-0.7812
2025-06-03_17:50:54.4751,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9032,1.6647,0.2355,-0.0639,0.6192,-0.0443,-0.7814
2025-06-03_17:50:54.4871,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9035,1.6647,0.2355,-0.0639,0.6189,-0.0442,-0.7816
2025-06-03_17:50:54.4979,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9040,1.6646,0.2354,-0.0638,0.6188,-0.0442,-0.7817
2025-06-03_17:50:54.5081,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9043,1.6646,0.2353,-0.0638,0.6186,-0.0441,-0.7818
2025-06-03_17:50:54.5204,无碰撞,NaN,NaN,NaN,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,32.9046,1.6646,0.2352,-0.0638,0.6185,-0.0441,-0.7820
