TimeStamp,玩家位置X,玩家位置Y,玩家位置Z,玩家旋转X,玩家旋转Y,玩家旋转Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径(mm),右瞳孔直径(mm),左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度
2025-06-07_19:57:48.6024,32.8904,1.1444,0.0067,1.6839,269.3974,3.7195,23.0000,0.2349,-0.3154,墙体,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000
2025-06-07_19:57:48.6126,32.8904,1.1439,0.0066,2.0498,269.2936,3.7208,23.0000,0.1721,-0.3354,墙体,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000
2025-06-07_19:57:48.6242,32.8904,1.1434,0.0064,2.4364,269.2083,3.7247,23.0000,0.1048,-0.3503,墙体,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000
2025-06-07_19:57:48.6353,32.8903,1.1430,0.0062,2.8117,269.1129,3.7739,23.6364,0.0000,-0.3470,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.4880,0.5904
2025-06-07_19:57:48.6464,32.8903,1.1424,0.0061,3.2581,268.9457,3.7912,24.2489,0.0000,-0.3490,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.4880,0.5904
2025-06-07_19:57:48.6575,32.8902,1.1418,0.0059,3.6283,268.8411,3.8143,24.7009,0.0000,-0.3456,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.4880,0.5904
2025-06-07_19:57:48.6686,32.8901,1.1412,0.0057,3.9367,268.7030,3.8088,25.0310,0.0000,-0.3500,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5904,0.6723
2025-06-07_19:57:48.6793,32.8900,1.1409,0.0055,4.1336,268.6130,3.8102,25.2316,0.0000,-0.3457,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.8322,0.8658
2025-06-07_19:57:48.6909,32.8898,1.1406,0.0053,4.2688,268.5258,3.8085,25.3518,0.0000,-0.3191,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9141,0.9313
2025-06-07_19:57:48.7020,32.8897,1.1404,0.0051,4.4130,268.4559,3.8053,25.4918,0.0000,-0.3224,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9141,0.9313
2025-06-07_19:57:48.7128,32.8896,1.1402,0.0050,4.5075,268.4101,3.8032,25.5331,0.0000,-0.1427,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9141,0.9313
2025-06-07_19:57:48.7242,32.8894,1.1400,0.0050,4.6760,268.3538,3.8363,25.6870,0.0000,-0.1464,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9450,0.9560
2025-06-07_19:57:48.7358,32.8892,1.1397,0.0048,4.8486,268.2624,3.8335,25.8396,0.0000,-0.1546,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9450,0.9560
2025-06-07_19:57:48.7468,32.8892,1.1392,0.0047,5.1090,268.2040,3.7876,26.0585,0.0000,-0.1570,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9450,0.9560
2025-06-07_19:57:48.7570,32.8892,1.1386,0.0045,5.4878,268.1374,3.6934,26.4636,0.0000,-0.1914,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9450,0.9560
2025-06-07_19:57:48.7686,32.8892,1.1382,0.0045,5.6591,268.1071,3.5989,26.6233,0.0000,-0.1926,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9450,0.9560
2025-06-07_19:57:48.7797,32.8891,1.1379,0.0044,5.7984,268.0806,3.5425,26.7181,0.0000,-0.1929,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9450,0.9560
2025-06-07_19:57:48.7909,32.8889,1.1378,0.0044,5.8762,268.0760,3.5032,26.7872,0.0000,-0.1926,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9450,0.9560
2025-06-07_19:57:48.8017,32.8886,1.1377,0.0044,5.9310,268.0930,3.4648,26.8549,0.0000,-0.1852,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9926,0.9941
2025-06-07_19:57:48.8135,32.8884,1.1375,0.0044,6.0355,268.1159,3.4251,26.9208,0.0000,-0.1810,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9926,0.9941
2025-06-07_19:57:48.8241,32.8882,1.1373,0.0044,6.1602,268.1282,3.3842,27.0252,0.0000,-0.1681,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9970,0.9976
2025-06-07_19:57:48.8346,32.8881,1.1371,0.0043,6.2458,268.1529,3.3839,27.1010,0.0000,-0.1497,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9970,0.9976
2025-06-07_19:57:48.8459,32.8880,1.1369,0.0044,6.3170,268.1780,3.3857,27.1428,0.0000,-0.1460,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9970,0.9976
2025-06-07_19:57:48.8569,32.8879,1.1368,0.0044,6.3588,268.2069,3.4124,27.1897,0.0000,-0.1294,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9970,0.9976
2025-06-07_19:57:48.8690,32.8878,1.1368,0.0044,6.3751,268.2408,3.4418,27.2228,0.0000,-0.1187,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9988,0.9990
2025-06-07_19:57:48.8802,32.8877,1.1367,0.0044,6.4201,268.2851,3.4706,27.2699,0.0000,-0.1067,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9988,0.9990
2025-06-07_19:57:48.8907,32.8873,1.1367,0.0045,6.4495,268.3281,3.4651,27.2859,0.0000,-0.1022,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9988,0.9990
2025-06-07_19:57:48.9025,32.8858,1.1365,0.0045,6.5161,268.3896,3.4508,27.3411,0.0000,-0.0862,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9995
2025-06-07_19:57:48.9125,32.8844,1.1364,0.0045,6.5901,268.4438,3.4602,27.3986,0.0000,-0.0731,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9995
2025-06-07_19:57:48.9242,32.8812,1.1363,0.0044,6.6303,268.4851,3.5007,27.4168,0.0000,-0.0686,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9994,0.9995
2025-06-07_19:57:48.9353,32.8768,1.1361,0.0044,6.6579,268.5271,3.5450,27.4359,0.0000,-0.0600,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9998
2025-06-07_19:57:48.9458,32.8724,1.1361,0.0043,6.6939,268.5566,3.5964,27.4678,0.0000,-0.0523,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9997,0.9998
2025-06-07_19:57:48.9569,32.8670,1.1360,0.0042,6.7085,268.5797,3.6312,27.4880,0.0000,-0.0480,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999
2025-06-07_19:57:48.9687,32.8605,1.1359,0.0041,6.7564,268.6061,3.6637,27.5058,0.0000,-0.0452,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999
2025-06-07_19:57:48.9797,32.8540,1.1358,0.0040,6.8026,268.6231,3.6792,27.5393,0.0000,-0.0410,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.9999,0.9999
2025-06-07_19:57:48.9908,32.8466,1.1358,0.0039,6.8507,268.6527,3.6982,27.6813,0.0000,-0.0330,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0024,32.8386,1.1357,0.0038,6.8787,268.6771,3.7003,27.6867,0.0000,-0.0308,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0125,32.8305,1.1357,0.0037,6.8976,268.7123,3.6914,27.7955,0.0000,-0.0125,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0236,32.8214,1.1357,0.0036,6.9072,268.7503,3.6829,28.0865,0.0000,0.0236,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0352,32.8116,1.1357,0.0035,6.8999,268.7853,3.6634,28.1557,0.0000,0.0312,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0463,32.8019,1.1356,0.0034,6.9033,268.8174,3.6522,28.1474,0.0000,0.0336,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0569,32.7913,1.1356,0.0032,6.8955,268.8464,3.6610,28.3257,0.0000,0.0447,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0685,32.7794,1.1355,0.0031,6.9326,268.8548,3.6728,28.3753,0.0000,0.0473,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0795,32.7676,1.1355,0.0029,6.9356,268.8700,3.6846,28.3646,0.0000,0.0484,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.0962,32.7545,1.1355,0.0027,6.9301,268.8889,3.6950,28.3935,0.0000,0.0505,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1063,32.7252,1.1355,0.0022,6.8858,268.8987,3.6758,28.4232,0.0000,0.0505,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1183,32.7094,1.1356,0.0019,6.8394,268.9037,3.6709,28.4496,0.0000,0.0512,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1285,32.6937,1.1356,0.0017,6.8164,268.9169,3.6595,28.4732,0.0000,0.0495,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1401,32.6775,1.1356,0.0014,6.7740,268.9185,3.6557,28.4435,0.0000,0.0495,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1511,32.6607,1.1357,0.0011,6.7921,268.9177,3.6532,28.4676,0.0000,0.0462,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1617,32.6439,1.1356,0.0009,6.7765,268.9191,3.6518,28.5621,0.0010,0.0484,地面箭头,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1733,32.6210,1.1356,0.0005,6.7698,268.9052,3.6353,28.5611,0.0010,0.0469,地面箭头,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1843,32.5980,1.1356,0.0001,6.7684,268.9049,3.6195,28.5378,0.0010,0.0463,地面箭头,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.1956,32.5750,1.1356,-0.0003,6.7381,268.9052,3.5916,28.5197,0.0010,0.0464,地面箭头,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2067,32.5521,1.1357,-0.0008,6.7238,268.9143,3.5872,28.4795,0.0000,0.0460,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2168,32.5291,1.1357,-0.0011,6.6952,268.9213,3.5657,28.4480,0.0000,0.0460,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2291,32.5062,1.1358,-0.0015,6.6702,268.9433,3.5612,28.4264,0.0000,0.0473,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2406,32.4832,1.1358,-0.0019,6.6640,268.9613,3.5585,28.3834,0.0000,0.0472,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2512,32.4603,1.1358,-0.0023,6.6812,268.9888,3.5622,28.3761,0.0000,0.0489,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2628,32.4374,1.1358,-0.0026,6.6984,269.0255,3.5711,28.3583,0.0000,0.0511,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2735,32.4145,1.1357,-0.0030,6.7183,269.0490,3.6099,28.3384,0.0000,0.0521,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2846,32.3915,1.1357,-0.0034,6.7247,269.0788,3.6391,28.3161,0.0000,0.0534,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.2957,32.3686,1.1357,-0.0037,6.6993,269.1077,3.6552,28.2855,0.0000,0.0554,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3070,32.3456,1.1358,-0.0040,6.6642,269.1361,3.6604,28.2512,0.0000,0.0567,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3181,32.3227,1.1358,-0.0044,6.6197,269.1632,3.6655,28.2145,0.0000,0.0574,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3288,32.2997,1.1359,-0.0047,6.5513,269.1807,3.6844,28.1733,0.0000,0.0572,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3405,32.2767,1.1359,-0.0050,6.4781,269.2058,3.7245,28.1275,0.0000,0.0594,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3510,32.2538,1.1360,-0.0052,6.3839,269.2362,3.7681,28.0779,0.0000,0.0613,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3621,32.2308,1.1361,-0.0055,6.3044,269.2847,3.8134,27.9980,0.0000,0.0961,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3737,32.2078,1.1362,-0.0057,6.2171,269.3572,3.8182,27.9465,0.0000,0.1019,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3853,32.1849,1.1363,-0.0059,6.1435,269.4334,3.8184,27.4543,0.0000,0.3976,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.3960,32.1620,1.1365,-0.0060,6.0736,269.5318,3.8101,26.5753,0.0000,0.8624,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4071,32.1391,1.1366,-0.0061,6.0400,269.6284,3.8240,26.4688,0.0000,0.9039,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4172,32.1162,1.1367,-0.0061,6.0008,269.7210,3.8615,26.4213,0.0000,0.9174,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4293,32.0934,1.1368,-0.0061,5.9263,269.8026,3.9043,25.8647,0.0000,1.1814,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4398,32.0705,1.1369,-0.0060,5.8399,269.9075,3.9454,25.7622,0.0000,1.2120,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4509,32.0476,1.1371,-0.0059,5.7447,270.0383,3.9703,25.6713,0.0000,1.2402,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4620,32.0247,1.1373,-0.0057,5.6525,270.1774,3.9901,25.6582,0.0000,1.2412,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4737,32.0019,1.1375,-0.0054,5.5173,270.3315,4.0013,25.5587,0.0000,1.2790,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4843,31.9790,1.1377,-0.0050,5.4667,270.5013,4.0493,25.6770,0.0000,1.2367,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.4959,31.9562,1.1378,-0.0046,5.4007,270.6527,4.0809,25.6071,0.0000,1.2639,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5070,31.9334,1.1379,-0.0041,5.3197,270.7995,4.1239,25.6032,0.0000,1.2823,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5176,31.9105,1.1380,-0.0036,5.2464,270.9368,4.1630,25.6729,0.0000,1.2521,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5288,31.8877,1.1381,-0.0030,5.1411,271.0673,4.1664,25.5801,0.0000,1.2814,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5403,31.8649,1.1383,-0.0024,5.0323,271.1921,4.1707,25.5447,0.1068,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5559,31.8420,1.1386,-0.0017,4.8810,271.3690,4.1808,25.5846,0.1184,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5665,31.8192,1.1388,-0.0009,4.7578,271.5064,4.1722,25.6266,0.1351,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5776,31.7964,1.1389,-0.0001,4.6836,271.6429,4.1986,25.6666,0.1484,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.5892,31.7736,1.1390,0.0007,4.5957,271.7747,4.2112,25.7155,0.1695,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6004,31.7509,1.1392,0.0015,4.5386,271.8847,4.2393,25.7176,0.1694,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6105,31.7282,1.1392,0.0024,4.4594,271.9701,4.2500,25.6972,0.1675,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6227,31.7054,1.1394,0.0033,4.3894,272.0219,4.2612,25.7042,0.1800,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6327,31.6827,1.1394,0.0041,4.3815,272.0400,4.2805,25.6718,0.1737,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6438,31.6600,1.1395,0.0050,4.3328,272.0798,4.2755,25.6396,0.1630,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6555,31.6374,1.1395,0.0058,4.3207,272.1071,4.2650,25.6342,0.1669,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6666,31.6149,1.1395,0.0067,4.3025,272.1206,4.2613,25.5901,0.1540,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6772,31.5989,1.1395,0.0074,4.3199,272.1377,4.2645,25.5471,0.1369,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.6888,31.5829,1.1395,0.0079,4.3456,272.1376,4.2669,25.4838,0.1171,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7004,31.5686,1.1394,0.0085,4.3338,272.1258,4.2576,25.4653,0.1176,1.4000,墙 (1),0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7115,31.5550,1.1394,0.0090,4.3511,272.0859,4.2533,25.4217,0.0000,1.2920,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7226,31.5413,1.1394,0.0095,4.3283,272.0558,4.2283,25.4581,0.0000,1.2691,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7327,31.5276,1.1395,0.0099,4.3245,272.0082,4.2039,25.4931,0.0000,1.2455,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7437,31.5139,1.1395,0.0104,4.3178,271.9611,4.1773,25.4766,0.0000,1.2411,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7554,31.5002,1.1395,0.0108,4.2933,271.9191,4.1464,25.4722,0.0000,1.2306,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7670,31.4862,1.1395,0.0113,4.2928,271.8904,4.1286,25.5284,0.0000,1.2053,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7771,31.4721,1.1396,0.0117,4.2824,271.8656,4.1189,25.5082,0.0000,1.2042,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.7922,31.4580,1.1396,0.0122,4.2604,271.8406,4.1130,25.5155,0.0000,1.1916,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8028,31.4439,1.1396,0.0126,4.2305,271.8126,4.1073,25.5066,0.0000,1.1839,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8114,31.4295,1.1396,0.0130,4.2136,271.7841,4.1113,25.5131,0.0000,1.1703,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8217,31.4152,1.1397,0.0135,4.1895,271.7455,4.1089,25.4832,0.0000,1.1695,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8324,31.4006,1.1397,0.0139,4.1659,271.7003,4.0933,25.3456,0.0000,1.0248,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8440,31.3858,1.1397,0.0143,4.1405,271.6586,4.0793,25.0865,0.0000,0.4924,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8546,31.3710,1.1397,0.0147,4.1278,271.6155,4.0599,25.0630,0.0000,0.4885,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8667,31.3562,1.1397,0.0150,4.1009,271.5643,4.0655,24.6180,0.0000,-0.0756,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8777,31.3414,1.1397,0.0154,4.0716,271.4996,4.0835,24.5899,0.0000,-0.1133,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8883,31.3266,1.1397,0.0156,4.0476,271.3731,4.1047,24.6529,0.0000,-0.0931,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.8999,31.3120,1.1397,0.0158,4.0136,271.2155,4.0779,24.6117,0.0000,-0.1120,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9114,31.2976,1.1397,0.0159,3.9861,271.0526,4.0446,24.5668,0.0000,-0.1990,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9225,31.2832,1.1398,0.0159,3.9799,270.8399,3.9881,24.6662,0.0000,-0.1483,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9336,31.2710,1.1398,0.0158,3.9839,270.5869,3.9082,24.6555,0.0000,-0.1784,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9447,31.2622,1.1398,0.0156,3.9695,270.3011,3.8024,24.6100,0.0000,-0.2716,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9558,31.2535,1.1399,0.0152,3.9825,269.9362,3.6513,24.7007,0.0000,-0.2509,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9665,31.2471,1.1399,0.0146,3.9872,269.4842,3.4720,24.7262,0.0000,-0.3204,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9771,31.2430,1.1399,0.0140,4.0017,269.0086,3.3062,24.7305,0.0000,-0.3765,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9888,31.2389,1.1401,0.0133,4.0249,268.4604,3.1444,24.7464,0.0000,-0.4232,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:49.9993,31.2367,1.1401,0.0125,4.0524,267.8022,3.0108,24.7938,0.0000,-0.4922,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:50.0114,31.2363,1.1401,0.0116,4.0251,267.0782,2.8782,24.7769,0.0000,-0.5779,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:50.0220,31.2360,1.1402,0.0105,4.0347,266.2571,2.7021,24.8050,0.0000,-0.6671,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:50.0336,31.2360,1.1404,0.0094,3.9874,265.2840,2.5142,24.8290,0.0000,-0.7642,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
2025-06-07_19:57:50.0442,31.2361,1.1406,0.0079,3.8975,264.1658,2.2523,24.7885,0.0000,-0.8884,Plane,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000
